    -------<<  MADE IN LABORATORY EQUIPMENT CORPORATION  >>-------

                                                         Report,2020/02/05,17:15:08
MCA Data File,200205 HPGe A N2 2 us.asc
2032,    9829
2033,    9579
2034,    9366
2035,    9507
2036,    9529
2037,    9630
2038,    9329
2039,    9151
2040,    8996
2041,    8875
2042,    8827
2043,    8891
2044,    8840
2045,    8636
2046,    8676
2047,    8655
2048,    8464
2049,    8628
2050,    8523
2051,    8338
2052,    8275
2053,    8519
2054,    8455
2055,    8322
2056,    8430
2057,    8558
2058,    8620
2059,    9098
2060,    8779
2061,    8571
2062,    8109
2063,    7899
2064,    7802
2065,    7625
2066,    7772
2067,    7590
2068,    7448
2069,    7505
2070,    7578
2071,    7421
2072,    7379
2073,    7293
2074,    7261
2075,    7307
2076,    7306
2077,    7234
2078,    7182
2079,    7095
2080,    7171
2081,    7104
2082,    6993
2083,    7134
2084,    7033
2085,    7067
2086,    6934
2087,    6825
2088,    6709
2089,    6789
2090,    6860
2091,    6738
2092,    6716
2093,    6711
2094,    6648
2095,    6648
2096,    6521
2097,    6542
2098,    6677
2099,    6570
2100,    6577
2101,    6608
2102,    6333
2103,    6459
2104,    6331
2105,    6438
2106,    6354
2107,    6433
2108,    6403
2109,    6446
2110,    6317
2111,    6287
2112,    6219
2113,    6329
2114,    6191
2115,    6315
2116,    6189
2117,    6232
2118,    6178
2119,    6235
2120,    6087
2121,    6198
2122,    6052
2123,    6244
2124,    6185
2125,    6174
2126,    6545
2127,    6850
2128,    7329
2129,    7689
2130,    7811
2131,    7210
2132,    6688
2133,    6245
2134,    5926
2135,    6055
2136,    5994
2137,    5882
2138,    5914
2139,    5928
2140,    5811
2141,    6151
2142,    6143
2143,    6163
2144,    5841
2145,    5762
2146,    5696
2147,    5787
2148,    5692
2149,    5578
2150,    5526
2151,    5594
2152,    5527
2153,    5675
2154,    5650
2155,    5620
2156,    5513
2157,    5338
2158,    5498
2159,    5595
2160,    5408
2161,    5458
2162,    5461
2163,    5462
2164,    5595
2165,    5753
2166,    5959
2167,    5929
2168,    5808
2169,    5623
2170,    5457
2171,    5522
2172,    5386
2173,    5666
2174,    5681
2175,    5939
2176,    6064
2177,    6367
2178,    6007
2179,    5752
2180,    5441
2181,    5208
2182,    5118
2183,    5035
2184,    5139
2185,    5139
2186,    5049
2187,    4935
2188,    5021
2189,    5060
2190,    4999
2191,    5063
2192,    5004
2193,    4864
2194,    4912
2195,    5022
2196,    4790
2197,    4808
2198,    4811
2199,    4804
2200,    4839
2201,    4890
2202,    4799
2203,    4890
2204,    4867
2205,    4808
2206,    4869
2207,    4750
2208,    4786
2209,    4865
2210,    4776
2211,    4769
2212,    4679
2213,    4711
2214,    4869
2215,    4689
2216,    4758
2217,    4809
2218,    4769
2219,    4757
2220,    4765
2221,    4840
2222,    4677
2223,    4678
2224,    4699
2225,    4762
2226,    4681
2227,    4619
2228,    4695
2229,    4706
2230,    4797
2231,    4868
2232,    4730
2233,    4801
2234,    4865
2235,    4717
2236,    4788
2237,    4870
2238,    4868
2239,    4926
2240,    5067
2241,    4857
2242,    4882
2243,    4941
2244,    4973
2245,    4986
2246,    5094
2247,    5026
2248,    5382
2249,    5524
2250,    5774
2251,    6385
2252,    7779
2253,    9786
2254,   13279
2255,   20021
2256,   31563
2257,   50941
2258,   74529
2259,   89692
2260,   84154
2261,   59488
2262,   34069
2263,   16815
2264,    9257
2265,    6562
2266,    5486
2267,    5026
2268,    4585
2269,    4631
2270,    4407
2271,    4142
2272,    4050
2273,    4022
2274,    3943
2275,    3982
2276,    3805
2277,    3667
2278,    3721
2279,    3681
2280,    3654
2281,    3658
2282,    3560
2283,    3606
2284,    3564
2285,    3598
2286,    3457
2287,    3477
2288,    3411
2289,    3558
2290,    3418
2291,    3369
2292,    3450
2293,    3445
2294,    3457
2295,    3314
2296,    3305
2297,    3308
2298,    3149
2299,    3250
2300,    3179
2301,    3230
2302,    3284
2303,    3251
2304,    3170
2305,    3099
2306,    3173
2307,    3210
2308,    3118
2309,    3319
2310,    3243
2311,    3310
2312,    3507
2313,    3440
2314,    3511
2315,    3390
2316,    3324
2317,    3203
2318,    3130
2319,    3137
2320,    3045
2321,    3207
2322,    3201
2323,    3237
2324,    3196
2325,    3088
2326,    3000
2327,    2974
2328,    3038
2329,    3148
2330,    3119
2331,    3174
2332,    3305
2333,    3557
2334,    3763
2335,    3931
2336,    3585
2337,    3329
2338,    3064
2339,    2922
2340,    2939
2341,    3004
2342,    2973
2343,    2783
2344,    2904
2345,    2747
2346,    2854
2347,    2810
2348,    2823
2349,    2719
2350,    2707
2351,    2828
2352,    2706
2353,    2791
2354,    2767
2355,    2709
2356,    2752
2357,    2656
2358,    2654
2359,    2633
2360,    2786
2361,    2734
2362,    2693
2363,    2622
2364,    2569
2365,    2720
2366,    2680
2367,    2682
2368,    2608
2369,    2613
2370,    2633
2371,    2605
2372,    2696
2373,    2600
2374,    2621
2375,    2608
2376,    2693
2377,    2658
2378,    2687
2379,    2720
2380,    2790
2381,    2697
2382,    2585
2383,    2613
2384,    2640
2385,    2572
2386,    2577
2387,    2613
2388,    2639
2389,    2533
2390,    2564
2391,    2531
2392,    2428
2393,    2412
2394,    2364
2395,    2373
2396,    2409
2397,    2422
2398,    2487
2399,    2321
2400,    2368
2401,    2351
2402,    2342
2403,    2273
2404,    2395
2405,    2296
2406,    2292
2407,    2452
2408,    2382
2409,    2296
2410,    2379
2411,    2321
2412,    2318
2413,    2268
2414,    2278
2415,    2290
2416,    2251
2417,    2306
2418,    2232
2419,    2172
2420,    2256
2421,    2125
2422,    2256
2423,    2210
2424,    2119
2425,    2191
2426,    2212
2427,    2150
2428,    2141
2429,    2131
2430,    2164
2431,    2243
2432,    2185
2433,    2153
2434,    2142
2435,    2208
2436,    2128
2437,    2085
2438,    2042
2439,    2056
2440,    2051
2441,    2137
2442,    2143
2443,    2182
2444,    2247
2445,    2284
2446,    2259
2447,    2345
2448,    2354
2449,    2441
2450,    2309
2451,    2420
2452,    2379
2453,    2314
2454,    2468
2455,    2580
2456,    3108
2457,    3159
2458,    3572
2459,    3290
2460,    3073
2461,    2789
2462,    2681
2463,    2824
2464,    3110
2465,    3100
2466,    3018
2467,    2831
2468,    2473
2469,    2269
2470,    2075
2471,    2003
2472,    1886
2473,    2062
2474,    1943
2475,    2065
2476,    2051
2477,    1991
2478,    1911
2479,    1882
2480,    1937
2481,    1832
2482,    1888
2483,    1849
2484,    1846
2485,    1861
2486,    1903
2487,    1805
2488,    1823
2489,    1793
2490,    1839
2491,    1818
2492,    1849
2493,    1828
2494,    1792
2495,    1764
2496,    1775
2497,    1796
2498,    1785
2499,    1748
2500,    1789
2501,    1769
2502,    1763
2503,    1755
2504,    1754
2505,    1925
2506,    2012
2507,    2183
2508,    2312
2509,    2299
2510,    2101
2511,    1952
2512,    1891
2513,    1861
2514,    1655
2515,    1792
2516,    1662
2517,    1710
2518,    1771
2519,    1794
2520,    1735
2521,    1911
2522,    2063
2523,    2196
2524,    2259
2525,    2103
2526,    1956
2527,    1807
2528,    1670
2529,    1595
2530,    1613
2531,    1550
2532,    1635
2533,    1610
2534,    1674
2535,    1725
2536,    1730
2537,    1704
2538,    1599
2539,    1597
2540,    1515
2541,    1477
2542,    1448
2543,    1444
2544,    1539
2545,    1515
2546,    1579
2547,    1475
2548,    1494
2549,    1430
2550,    1412
2551,    1465
2552,    1430
2553,    1393
2554,    1413
2555,    1477
2556,    1450
2557,    1458
2558,    1428
2559,    1413
2560,    1483
2561,    1447
2562,    1479
2563,    1451
2564,    1431
2565,    1431
2566,    1522
2567,    1419
2568,    1551
2569,    1620
2570,    1716
2571,    1814
2572,    1743
2573,    1712
2574,    1578
2575,    1582
2576,    1475
2577,    1458
2578,    1460
2579,    1407
2580,    1455
2581,    1459
2582,    1428
2583,    1330
2584,    1361
2585,    1313
2586,    1320
2587,    1280
2588,    1328
2589,    1377
2590,    1372
2591,    1325
2592,    1320
2593,    1242
2594,    1344
2595,    1333
2596,    1286
2597,    1298
2598,    1377
2599,    1363
2600,    1407
2601,    1418
2602,    1383
2603,    1312
2604,    1376
2605,    1395
2606,    1358
2607,    1420
2608,    1412
2609,    1364
2610,    1334
2611,    1332
2612,    1375
2613,    1338
2614,    1335
2615,    1295
2616,    1288
2617,    1294
2618,    1296
2619,    1395
2620,    1393
2621,    1321
2622,    1386
2623,    1323
2624,    1346
2625,    1265
2626,    1351
2627,    1254
2628,    1223
2629,    1279
2630,    1234
2631,    1231
2632,    1167
2633,    1341
2634,    1244
2635,    1296
2636,    1203
2637,    1298
2638,    1226
2639,    1216
2640,    1230
2641,    1291
2642,    1257
2643,    1277
2644,    1202
2645,    1192
2646,    1223
2647,    1218
2648,    1235
2649,    1237
2650,    1230
2651,    1198
2652,    1230
2653,    1208
2654,    1220
2655,    1183
2656,    1213
2657,    1248
2658,    1242
2659,    1302
2660,    1174
2661,    1210
2662,    1214
2663,    1227
2664,    1219
2665,    1193
2666,    1240
2667,    1218
2668,    1215
2669,    1188
2670,    1249
2671,    1223
2672,    1303
2673,    1326
2674,    1472
2675,    1613
2676,    1883
2677,    2104
2678,    2260
2679,    2156
2680,    1981
2681,    1637
2682,    1388
2683,    1310
2684,    1246
2685,    1181
2686,    1180
2687,    1169
2688,    1254
2689,    1137
2690,    1176
2691,    1239
2692,    1207
2693,    1207
2694,    1297
2695,    1192
2696,    1203
2697,    1203
2698,    1248
2699,    1252
2700,    1202
2701,    1198
2702,    1174
2703,    1236
2704,    1174
2705,    1129
2706,    1180
2707,    1171
2708,    1173
2709,    1186
2710,    1190
2711,    1191
2712,    1257
2713,    1271
2714,    1234
2715,    1199
2716,    1241
2717,    1244
2718,    1213
2719,    1256
2720,    1147
2721,    1204
2722,    1294
2723,    1347
2724,    1453
2725,    1378
2726,    1642
2727,    1854
2728,    2304
2729,    3026
2730,    3875
2731,    5563
2732,    6701
2733,    7075
2734,    6091
2735,    4460
2736,    2834
2737,    1979
2738,    1601
2739,    1371
2740,    1302
2741,    1292
2742,    1254
2743,    1234
2744,    1265
2745,    1249
2746,    1258
2747,    1242
2748,    1272
2749,    1259
2750,    1203
2751,    1262
2752,    1266
2753,    1332
2754,    1372
2755,    1351
2756,    1353
2757,    1407
2758,    1400
2759,    1584
2760,    1718
2761,    1789
2762,    2082
2763,    2331
2764,    2480
2765,    2507
2766,    2402
2767,    2116
2768,    1734
2769,    1458
2770,    1119
2771,    1026
2772,     951
2773,     904
2774,     863
2775,     853
2776,     816
2777,     817
2778,     848
2779,     788
2780,     815
2781,     810
2782,     779
2783,     831
2784,     813
2785,     842
2786,     809
2787,     775
2788,     800
2789,     767
2790,     824
2791,     819
2792,     802
2793,     807
2794,     842
2795,     827
2796,     828
2797,     827
2798,     760
2799,     808
2800,     788
2801,     812
2802,     804
2803,     816
2804,     746
2805,     749
2806,     777
2807,     809
2808,     763
2809,     786
2810,     830
2811,     794
2812,     718
2813,     786
2814,     736
2815,     814
2816,     762
2817,     790
2818,     731
2819,     786
2820,     741
2821,     811
2822,     763
2823,     776
2824,     789
2825,     732
2826,     805
2827,     727
2828,     752
2829,     792
2830,     782
2831,     756
2832,     799
2833,     718
2834,     738
2835,     813
2836,     800
2837,     728
2838,     728
2839,     737
2840,     745
2841,     803
2842,     789
2843,     787
2844,     854
2845,     849
2846,     832
2847,     893
2848,     901
2849,     818
2850,     844
2851,     816
2852,     788
2853,     799
2854,     865
2855,     899
2856,     841
2857,     898
2858,     963
2859,    1036
2860,    1162
2861,    1504
2862,    1517
2863,    1345
2864,    1216
2865,    1042
2866,     888
2867,     783
2868,     758
2869,     695
2870,     747
2871,     721
2872,     762
2873,     778
2874,     718
2875,     741
2876,     769
2877,     804
2878,     729
2879,     673
2880,     759
2881,     703
2882,     730
2883,     739
2884,     686
2885,     751
2886,     692
2887,     745
2888,     739
2889,     776
2890,     770
2891,     759
2892,     773
2893,     703
2894,     680
2895,     695
2896,     705
2897,     818
2898,     761
2899,     761
2900,     782
2901,     805
2902,     772
2903,     775
2904,     739
2905,     783
2906,     760
2907,     742
2908,     686
2909,     747
2910,     717
2911,     718
2912,     718
2913,     701
2914,     720
2915,     740
2916,     735
2917,     696
2918,     709
2919,     689
2920,     769
2921,     691
2922,     738
2923,     744
2924,     730
2925,     719
2926,     783
2927,     716
2928,     761
2929,     737
2930,     718
2931,     760
2932,     677
2933,     690
2934,     702
2935,     736
2936,     721
2937,     690
2938,     795
2939,     780
2940,     733
2941,     673
2942,     755
2943,     762
2944,     748
2945,     677
2946,     722
2947,     721
2948,     692
2949,     720
2950,     651
2951,     684
2952,     674
2953,     730
2954,     680
2955,     711
2956,     721
2957,     698
2958,     692
2959,     720
2960,     700
2961,     673
2962,     703
2963,     718
2964,     704
2965,     675
2966,     675
2967,     664
2968,     683
2969,     680
2970,     679
2971,     710
2972,     705
2973,     727
2974,     727
2975,     715
2976,     676
2977,     684
2978,     728
2979,     724
2980,     696
2981,     674
2982,     716
2983,     707
2984,     690
2985,     663
2986,     728
2987,     683
2988,     677
2989,     711
2990,     716
2991,     690
2992,     733
2993,     674
2994,     698
2995,     687
2996,     682
2997,     766
2998,     731
2999,     694
3000,     708
3001,     716
3002,     757
3003,     699
3004,     734
3005,     730
3006,     663
3007,     676
3008,     662
3009,     676
3010,     656
3011,     636
3012,     650
3013,     686
3014,     663
3015,     678
3016,     652
3017,     701
3018,     680
3019,     640
3020,     646
3021,     684
3022,     658
3023,     641
3024,     711
3025,     717
3026,     712
3027,     662
3028,     639
3029,     675
3030,     706
3031,     629
3032,     679
3033,     663
3034,     649
3035,     688
3036,     693
3037,     629
3038,     716
3039,     709
3040,     707
3041,     620
3042,     694
3043,     626
3044,     600
3045,     650
3046,     710
3047,     655
3048,     644
3049,     596
3050,     655
3051,     609
3052,     649
3053,     631
3054,     690
3055,     628
3056,     659
3057,     628
3058,     645
3059,     625
3060,     624
3061,     633
3062,     606
3063,     603
3064,     664
3065,     637
3066,     599
3067,     631
3068,     617
3069,     663
3070,     632
3071,     648
3072,     594
3073,     618
3074,     630
3075,     600
3076,     614
3077,     639
3078,     626
3079,     611
3080,     608
3081,     557
3082,     560
3083,     564
3084,     561
3085,     604
3086,     617
3087,     613
3088,     592
3089,     551
3090,     638
3091,     589
3092,     603
3093,     596
3094,     601
3095,     568
3096,     602
3097,     576
3098,     572
3099,     633
3100,     588
3101,     586
3102,     601
3103,     613
3104,     582
3105,     576
3106,     662
3107,     604
3108,     574
3109,     598
3110,     560
3111,     631
3112,     581
3113,     609
3114,     630
3115,     610
3116,     606
3117,     617
3118,     604
3119,     600
3120,     586
3121,     547
3122,     569
3123,     620
3124,     545
3125,     545
3126,     557
3127,     632
3128,     600
3129,     615
3130,     586
3131,     605
3132,     579
3133,     564
3134,     572
3135,     578
3136,     602
3137,     610
3138,     583
3139,     610
3140,     548
3141,     536
3142,     562
3143,     600
3144,     590
3145,     574
3146,     526
3147,     606
3148,     536
3149,     558
3150,     554
3151,     515
3152,     570
3153,     577
3154,     562
3155,     554
3156,     557
3157,     528
3158,     542
3159,     573
3160,     531
3161,     566
3162,     555
3163,     508
3164,     546
3165,     486
3166,     599
3167,     580
3168,     575
3169,     547
3170,     563
3171,     541
3172,     555
3173,     550
3174,     575
3175,     598
3176,     538
3177,     551
3178,     543
3179,     538
3180,     612
3181,     575
3182,     630
3183,     527
3184,     550
3185,     571
3186,     573
3187,     568
3188,     521
3189,     543
3190,     577
3191,     523
3192,     559
3193,     574
3194,     538
3195,     534
3196,     505
3197,     532
3198,     567
3199,     574
3200,     536
3201,     508
3202,     504
3203,     541
3204,     550
3205,     597
3206,     560
3207,     450
3208,     551
3209,     511
3210,     538
3211,     542
3212,     525
3213,     533
3214,     542
3215,     534
3216,     558
3217,     559
3218,     521
3219,     537
3220,     572
3221,     531
3222,     542
3223,     533
3224,     528
3225,     557
3226,     584
3227,     537
3228,     535
3229,     577
3230,     532
3231,     535
3232,     568
3233,     529
3234,     565
3235,     586
3236,     529
3237,     564
3238,     575
3239,     528
3240,     566
3241,     565
3242,     578
3243,     551
3244,     531
3245,     527
3246,     567
3247,     543
3248,     587
3249,     523
3250,     569
3251,     644
3252,     666
3253,     684
3254,     760
3255,     838
3256,     967
3257,    1074
3258,    1298
3259,    1510
3260,    1642
3261,    1816
3262,    1612
3263,    1489
3264,    1219
3265,    1062
3266,     809
3267,     690
3268,     636
3269,     609
3270,     581
3271,     583
3272,     599
3273,     551
3274,     567
3275,     585
3276,     557
3277,     581
3278,     548
3279,     599
3280,     614
3281,     667
3282,     733
3283,     827
3284,     898
3285,     953
3286,     805
3287,     738
3288,     650
3289,     606
3290,     545
3291,     548
3292,     507
3293,     497
3294,     527
3295,     521
3296,     516
3297,     524
3298,     527
3299,     553
3300,     534
3301,     542
3302,     558
3303,     501
3304,     507
3305,     534
3306,     541
3307,     488
3308,     534
3309,     518
3310,     530
3311,     483
3312,     505
3313,     553
3314,     486
3315,     534
3316,     509
3317,     499
3318,     511
3319,     506
3320,     507
3321,     523
3322,     507
3323,     492
3324,     533
3325,     520
3326,     532
3327,     566
3328,     526
3329,     496
3330,     519
3331,     508
3332,     535
3333,     522
3334,     482
3335,     519
3336,     498
3337,     509
3338,     526
3339,     502
3340,     511
3341,     537
3342,     509
3343,     481
3344,     489
3345,     505
3346,     518
3347,     499
3348,     528
3349,     508
3350,     540
3351,     530
3352,     516
3353,     496
3354,     479
3355,     522
3356,     559
3357,     522
3358,     528
3359,     495
3360,     527
3361,     483
3362,     501
3363,     531
3364,     516
3365,     522
3366,     492
3367,     490
3368,     546
3369,     514
3370,     542
3371,     537
3372,     556
3373,     530
3374,     482
3375,     533
3376,     511
3377,     516
3378,     517
3379,     502
3380,     467
3381,     479
3382,     509
3383,     525
3384,     530
3385,     497
3386,     534
3387,     516
3388,     517
3389,     534
3390,     510
3391,     532
3392,     530
3393,     517
3394,     518
3395,     535
3396,     551
3397,     537
3398,     536
3399,     549
3400,     506
3401,     553
3402,     528
3403,     532
3404,     506
3405,     528
3406,     523
3407,     546
3408,     584
3409,     586
3410,     638
3411,     704
3412,     751
3413,     870
3414,    1024
3415,    1247
3416,    1703
3417,    1999
3418,    2116
3419,    1887
3420,    1516
3421,    1157
3422,     795
3423,     683
3424,     577
3425,     573
3426,     546
3427,     522
3428,     504
3429,     526
3430,     540
3431,     505
3432,     476
3433,     484
3434,     503
3435,     519
3436,     483
3437,     501
3438,     521
3439,     517
3440,     505
3441,     497
3442,     461
3443,     517
3444,     509
3445,     510
3446,     481
3447,     540
3448,     551
3449,     503
3450,     505
3451,     504
3452,     545
3453,     456
3454,     498
3455,     493
3456,     501
3457,     493
3458,     470
3459,     466
3460,     496
3461,     464
3462,     514
3463,     512
3464,     541
3465,     500
3466,     495
3467,     459
3468,     490
3469,     484
3470,     471
3471,     487
3472,     536
3473,     509
3474,     487
3475,     483
3476,     499
3477,     493
3478,     476
3479,     525
3480,     538
3481,     505
3482,     499
3483,     487
3484,     473
3485,     518
3486,     503
3487,     489
3488,     544
3489,     487
3490,     494
3491,     499
3492,     516
3493,     462
3494,     532
3495,     499
3496,     517
3497,     473
3498,     515
3499,     457
3500,     503
3501,     472
3502,     524
3503,     526
3504,     508
3505,     521
3506,     507
3507,     495
3508,     468
3509,     497
3510,     493
3511,     517
3512,     474
3513,     506
3514,     518
3515,     526
3516,     561
3517,     526
3518,     483
3519,     494
3520,     489
3521,     473
3522,     506
3523,     523
3524,     518
3525,     453
3526,     499
3527,     506
3528,     515
3529,     503
3530,     532
3531,     492
3532,     504
3533,     477
3534,     530
3535,     508
3536,     506
3537,     506
3538,     511
3539,     478
3540,     493
3541,     508
3542,     461
3543,     548
3544,     487
3545,     484
3546,     532
3547,     503
3548,     468
3549,     507
3550,     494
3551,     504
3552,     531
3553,     527
3554,     540
3555,     578
3556,     557
3557,     639
3558,     630
3559,     587
3560,     539
3561,     513
3562,     500
3563,     527
3564,     525
3565,     487
3566,     526
3567,     495
3568,     501
3569,     554
3570,     519
3571,     497
3572,     528
3573,     477
3574,     514
3575,     538
3576,     494
3577,     492
3578,     490
3579,     504
3580,     527
3581,     496
3582,     492
3583,     486
3584,     530
3585,     509
3586,     537
3587,     538
3588,     552
3589,     493
3590,     547
3591,     508
3592,     544
3593,     506
3594,     494
3595,     468
3596,     517
3597,     530
3598,     504
3599,     490
3600,     534
3601,     526
3602,     545
3603,     505
3604,     544
3605,     501
3606,     537
3607,     526
3608,     518
3609,     526
3610,     503
3611,     508
3612,     507
3613,     518
3614,     555
3615,     493
3616,     525
3617,     510
3618,     493
3619,     538
3620,     513
3621,     501
3622,     498
3623,     558
3624,     492
3625,     527
3626,     505
3627,     529
3628,     541
3629,     520
3630,     501
3631,     505
3632,     516
3633,     505
3634,     533
3635,     525
3636,     511
3637,     499
3638,     532
3639,     524
3640,     514
3641,     508
3642,     544
3643,     478
3644,     515
3645,     530
3646,     533
3647,     489
3648,     532
3649,     539
3650,     530
3651,     460
3652,     540
3653,     523
3654,     502
3655,     532
3656,     551
3657,     531
3658,     540
3659,     521
3660,     542
3661,     554
3662,     516
3663,     520
3664,     499
3665,     538
3666,     530
3667,     552
3668,     542
3669,     523
3670,     560
3671,     483
3672,     505
3673,     477
3674,     537
3675,     537
3676,     523
3677,     557
3678,     539
3679,     525
3680,     455
3681,     486
3682,     444
3683,     506
3684,     518
3685,     506
3686,     471
3687,     540
3688,     540
3689,     490
3690,     476
3691,     450
3692,     481
3693,     476
3694,     451
3695,     420
3696,     445
3697,     448
3698,     454
3699,     422
3700,     388
3701,     438
3702,     413
3703,     443
3704,     396
3705,     364
3706,     401
3707,     414
3708,     374
3709,     409
3710,     397
3711,     410
3712,     400
3713,     388
3714,     366
3715,     343
3716,     413
3717,     367
3718,     359
3719,     378
3720,     395
3721,     337
3722,     383
3723,     386
3724,     386
3725,     363
3726,     383
3727,     384
3728,     308
3729,     372
3730,     379
3731,     400
3732,     330
3733,     329
3734,     363
3735,     357
3736,     342
3737,     354
3738,     340
3739,     335
3740,     347
3741,     360
3742,     348
3743,     332
3744,     353
3745,     349
3746,     317
3747,     319
3748,     350
3749,     337
3750,     327
3751,     355
3752,     338
3753,     340
3754,     352
3755,     321
3756,     316
3757,     322
3758,     334
3759,     312
3760,     339
3761,     337
3762,     336
3763,     314
3764,     337
3765,     336
3766,     327
3767,     312
3768,     319
3769,     317
3770,     319
3771,     335
3772,     305
3773,     336
3774,     314
3775,     330
3776,     310
3777,     332
3778,     341
3779,     325
3780,     330
3781,     323
3782,     297
3783,     320
3784,     336
3785,     308
3786,     304
3787,     327
3788,     336
3789,     332
3790,     360
3791,     376
3792,     380
3793,     419
3794,     475
3795,     578
3796,     654
3797,     745
3798,     666
3799,     645
3800,     525
3801,     473
3802,     382
3803,     338
3804,     307
3805,     300
3806,     302
3807,     311
3808,     271
3809,     282
3810,     271
3811,     266
3812,     240
3813,     269
3814,     260
3815,     265
3816,     267
3817,     246
3818,     276
3819,     267
3820,     251
3821,     274
3822,     265
3823,     235
3824,     256
3825,     275
3826,     252
3827,     250
3828,     251
3829,     277
3830,     269
3831,     256
3832,     285
3833,     237
3834,     247
3835,     244
3836,     276
3837,     240
3838,     231
3839,     227
3840,     240
3841,     223
3842,     254
3843,     235
3844,     235
3845,     236
3846,     228
3847,     226
3848,     224
3849,     227
3850,     224
3851,     252
3852,     220
3853,     219
3854,     247
3855,     196
3856,     198
3857,     213
3858,     206
3859,     201
3860,     211
3861,     218
3862,     213
3863,     187
3864,     222
3865,     189
3866,     218
3867,     165
3868,     165
3869,     218
3870,     168
3871,     203
3872,     188
3873,     206
3874,     190
3875,     191
3876,     212
3877,     202
3878,     190
3879,     186
3880,     179
3881,     164
3882,     214
3883,     192
3884,     169
3885,     184
3886,     174
3887,     199
3888,     196
3889,     177
3890,     174
3891,     163
3892,     175
3893,     174
3894,     159
3895,     155
3896,     157
3897,     143
3898,     153
3899,     159
3900,     157
3901,     150
3902,     158
3903,     165
3904,     154
3905,     145
3906,     176
3907,     162
3908,     154
3909,     149
3910,     155
3911,     143
3912,     159
3913,     142
3914,     139
3915,     145
3916,     152
3917,     142
3918,     134
3919,     153
3920,     143
3921,     144
3922,     134
3923,     151
3924,     144
3925,     160
3926,     138
3927,     128
3928,     160
3929,     147
3930,     171
3931,     144
3932,     132
3933,     143
3934,     149
3935,     151
3936,     157
3937,     140
3938,     145
3939,     157
3940,     156
3941,     159
3942,     156
3943,     138
3944,     165
3945,     130
3946,      97
3947,      25
3948,      19
3949,      16
3950,       5
3951,       7
3952,       7
3953,       4
3954,       1
3955,       2
3956,       2
3957,       0
3958,       0
3959,       0
3960,       0
3961,       0
3962,       0
3963,       0
3964,       0
3965,       0
3966,       0
3967,       2
3968,       0
3969,       0
3970,       0
3971,       0
3972,       0
3973,       0
3974,       0
3975,       0
3976,       0
3977,       0
3978,       0
3979,       0
3980,       0
3981,       0
3982,       0
3983,       0
3984,       0
3985,       0
3986,       0
3987,       0
3988,       0
3989,       0
3990,       0
3991,       0
3992,       0
3993,       0
3994,       0
3995,       0
3996,       0
3997,       0
3998,       0
3999,       0
4000,       0
4001,       0
4002,       0
4003,       0
4004,       0
4005,       0
4006,       0
4007,       0
4008,       0
4009,       0
4010,       0
4011,       0
4012,       0
4013,       0
4014,       0
4015,       0
4016,       0
4017,       0
4018,       0
4019,       0
4020,       0
4021,       0
4022,       0
4023,       0
4024,       0
4025,       0
4026,       0
4027,       0
4028,       0
4029,       0
4030,       0
4031,       1
4032,       0
4033,       0
4034,       0
4035,       0
4036,       0
4037,       0
4038,       0
4039,       0
4040,       0
4041,       0
4042,       0
4043,       0
4044,       0
4045,       0
4046,       0
4047,       0
4048,       0
4049,       0
4050,       0
4051,       0
4052,       0
4053,       0
4054,       0
4055,       0
4056,       0
4057,       0
4058,       0
4059,       0
4060,       0
4061,       0
4062,       0
4063,       1
4064,       0
4065,       0
4066,       0
4067,       0
4068,       0
4069,       0
4070,       0
4071,       0
4072,       0
4073,       0
4074,       0
4075,       0
4076,       0
4077,       0
4078,       0
4079,       0
4080,       0
4081,       0
4082,       0
4083,       0
4084,       0
4085,       0
4086,       0
4087,       0
4088,       0
4089,       0
4090,       0
4091,       0
4092,       0
4093,       0
4094,       0
4095,       0
