    -------<<  MADE IN LABORATORY EQUIPMENT CORPORATION  >>-------

                                                         Report,2020/02/25,16:50:53
MCA Data File,200225 HPGe B N2 piled up 24 pieces.asc
2032,    7452
2033,    7140
2034,    7158
2035,    6980
2036,    6931
2037,    6916
2038,    6529
2039,    6468
2040,    6339
2041,    6381
2042,    6254
2043,    6220
2044,    6141
2045,    5997
2046,    5880
2047,    5778
2048,    5751
2049,    5594
2050,    5642
2051,    5588
2052,    5515
2053,    5497
2054,    5378
2055,    5337
2056,    5267
2057,    5122
2058,    5224
2059,    5156
2060,    5126
2061,    5031
2062,    4963
2063,    4984
2064,    4918
2065,    4924
2066,    4763
2067,    4731
2068,    4760
2069,    4624
2070,    4808
2071,    4632
2072,    4649
2073,    4604
2074,    4491
2075,    4641
2076,    4501
2077,    4548
2078,    4498
2079,    4340
2080,    4492
2081,    4648
2082,    4797
2083,    4953
2084,    4695
2085,    4545
2086,    4324
2087,    4264
2088,    4197
2089,    4095
2090,    4237
2091,    4159
2092,    4057
2093,    4023
2094,    4054
2095,    4004
2096,    4042
2097,    3933
2098,    3804
2099,    3877
2100,    3894
2101,    3872
2102,    3878
2103,    3896
2104,    3890
2105,    3935
2106,    3793
2107,    3765
2108,    3832
2109,    3762
2110,    3747
2111,    3625
2112,    3610
2113,    3628
2114,    3635
2115,    3606
2116,    3704
2117,    3533
2118,    3422
2119,    3632
2120,    3475
2121,    3501
2122,    3515
2123,    3507
2124,    3512
2125,    3494
2126,    3405
2127,    3419
2128,    3412
2129,    3339
2130,    3397
2131,    3293
2132,    3434
2133,    3330
2134,    3472
2135,    3375
2136,    3305
2137,    3256
2138,    3349
2139,    3401
2140,    3427
2141,    3200
2142,    3360
2143,    3282
2144,    3258
2145,    3348
2146,    3235
2147,    3333
2148,    3330
2149,    3276
2150,    3331
2151,    3498
2152,    3642
2153,    3891
2154,    3932
2155,    3788
2156,    3490
2157,    3454
2158,    3320
2159,    3201
2160,    3075
2161,    3057
2162,    3124
2163,    3140
2164,    3175
2165,    3234
2166,    3195
2167,    3147
2168,    3060
2169,    3009
2170,    3031
2171,    2931
2172,    2941
2173,    2970
2174,    2932
2175,    2972
2176,    2840
2177,    2935
2178,    2896
2179,    2910
2180,    2856
2181,    2861
2182,    2875
2183,    2821
2184,    2819
2185,    2935
2186,    2823
2187,    2920
2188,    2855
2189,    2932
2190,    2990
2191,    3174
2192,    3058
2193,    2930
2194,    2886
2195,    2852
2196,    2764
2197,    2802
2198,    2867
2199,    2938
2200,    3099
2201,    3088
2202,    3156
2203,    3055
2204,    2861
2205,    2756
2206,    2676
2207,    2687
2208,    2697
2209,    2681
2210,    2567
2211,    2714
2212,    2639
2213,    2508
2214,    2626
2215,    2553
2216,    2657
2217,    2598
2218,    2628
2219,    2674
2220,    2563
2221,    2554
2222,    2551
2223,    2593
2224,    2535
2225,    2532
2226,    2577
2227,    2466
2228,    2594
2229,    2581
2230,    2546
2231,    2569
2232,    2474
2233,    2551
2234,    2567
2235,    2464
2236,    2467
2237,    2416
2238,    2469
2239,    2472
2240,    2452
2241,    2402
2242,    2457
2243,    2335
2244,    2482
2245,    2458
2246,    2371
2247,    2354
2248,    2281
2249,    2482
2250,    2368
2251,    2348
2252,    2388
2253,    2374
2254,    2403
2255,    2331
2256,    2446
2257,    2354
2258,    2337
2259,    2238
2260,    2264
2261,    2353
2262,    2367
2263,    2383
2264,    2365
2265,    2295
2266,    2260
2267,    2323
2268,    2294
2269,    2324
2270,    2319
2271,    2282
2272,    2340
2273,    2335
2274,    2323
2275,    2474
2276,    2484
2277,    2766
2278,    3149
2279,    4160
2280,    6118
2281,   10515
2282,   18200
2283,   28992
2284,   37752
2285,   38969
2286,   32092
2287,   21335
2288,   11580
2289,    5935
2290,    3783
2291,    2984
2292,    2681
2293,    2524
2294,    2495
2295,    2270
2296,    2151
2297,    2282
2298,    2161
2299,    2156
2300,    2077
2301,    2099
2302,    2148
2303,    1957
2304,    2019
2305,    1940
2306,    2027
2307,    1849
2308,    1909
2309,    1911
2310,    1853
2311,    1890
2312,    1881
2313,    1844
2314,    1855
2315,    1881
2316,    1819
2317,    1809
2318,    1832
2319,    1801
2320,    1850
2321,    1772
2322,    1778
2323,    1754
2324,    1812
2325,    1800
2326,    1778
2327,    1792
2328,    1758
2329,    1690
2330,    1772
2331,    1793
2332,    1729
2333,    1723
2334,    1711
2335,    1689
2336,    1752
2337,    1666
2338,    1846
2339,    1763
2340,    1831
2341,    1771
2342,    1703
2343,    1763
2344,    1696
2345,    1655
2346,    1670
2347,    1712
2348,    1769
2349,    1638
2350,    1743
2351,    1647
2352,    1611
2353,    1698
2354,    1644
2355,    1655
2356,    1701
2357,    1601
2358,    1757
2359,    1813
2360,    1944
2361,    1942
2362,    1860
2363,    1795
2364,    1672
2365,    1629
2366,    1606
2367,    1638
2368,    1499
2369,    1554
2370,    1591
2371,    1522
2372,    1568
2373,    1486
2374,    1501
2375,    1476
2376,    1486
2377,    1516
2378,    1512
2379,    1456
2380,    1467
2381,    1409
2382,    1518
2383,    1478
2384,    1407
2385,    1518
2386,    1475
2387,    1474
2388,    1456
2389,    1429
2390,    1537
2391,    1442
2392,    1437
2393,    1441
2394,    1451
2395,    1398
2396,    1425
2397,    1475
2398,    1390
2399,    1411
2400,    1400
2401,    1397
2402,    1402
2403,    1393
2404,    1423
2405,    1425
2406,    1508
2407,    1426
2408,    1414
2409,    1438
2410,    1379
2411,    1373
2412,    1326
2413,    1455
2414,    1428
2415,    1375
2416,    1344
2417,    1339
2418,    1323
2419,    1262
2420,    1316
2421,    1355
2422,    1305
2423,    1252
2424,    1265
2425,    1316
2426,    1352
2427,    1217
2428,    1244
2429,    1222
2430,    1293
2431,    1240
2432,    1240
2433,    1301
2434,    1263
2435,    1270
2436,    1270
2437,    1248
2438,    1249
2439,    1222
2440,    1226
2441,    1147
2442,    1148
2443,    1158
2444,    1217
2445,    1173
2446,    1227
2447,    1232
2448,    1203
2449,    1205
2450,    1209
2451,    1234
2452,    1122
2453,    1112
2454,    1122
2455,    1200
2456,    1188
2457,    1151
2458,    1147
2459,    1183
2460,    1167
2461,    1196
2462,    1114
2463,    1102
2464,    1157
2465,    1136
2466,    1115
2467,    1098
2468,    1155
2469,    1119
2470,    1125
2471,    1150
2472,    1221
2473,    1269
2474,    1262
2475,    1175
2476,    1195
2477,    1217
2478,    1197
2479,    1122
2480,    1154
2481,    1166
2482,    1287
2483,    1437
2484,    1709
2485,    1714
2486,    1648
2487,    1560
2488,    1431
2489,    1527
2490,    1602
2491,    1769
2492,    1798
2493,    1689
2494,    1477
2495,    1314
2496,    1176
2497,    1170
2498,    1103
2499,    1104
2500,    1026
2501,    1047
2502,    1085
2503,    1085
2504,    1088
2505,    1069
2506,    1003
2507,    1026
2508,    1035
2509,    1035
2510,     926
2511,     984
2512,     931
2513,     950
2514,     981
2515,    1000
2516,     995
2517,     990
2518,     972
2519,     960
2520,     960
2521,     954
2522,     974
2523,     960
2524,     932
2525,     975
2526,     999
2527,     965
2528,     947
2529,     906
2530,     887
2531,     937
2532,     956
2533,    1012
2534,    1071
2535,    1138
2536,    1211
2537,    1060
2538,    1043
2539,    1034
2540,     929
2541,     900
2542,     896
2543,     940
2544,     922
2545,     879
2546,     922
2547,     867
2548,     946
2549,     979
2550,    1025
2551,    1109
2552,    1142
2553,    1059
2554,     966
2555,     967
2556,     908
2557,     832
2558,     839
2559,     863
2560,     855
2561,     862
2562,     892
2563,     873
2564,     891
2565,     904
2566,     835
2567,     836
2568,     818
2569,     820
2570,     774
2571,     776
2572,     785
2573,     785
2574,     811
2575,     829
2576,     781
2577,     783
2578,     779
2579,     796
2580,     776
2581,     765
2582,     771
2583,     763
2584,     716
2585,     749
2586,     739
2587,     766
2588,     780
2589,     739
2590,     703
2591,     789
2592,     761
2593,     744
2594,     708
2595,     739
2596,     805
2597,     766
2598,     839
2599,     869
2600,     931
2601,     886
2602,     817
2603,     753
2604,     717
2605,     730
2606,     754
2607,     784
2608,     781
2609,     729
2610,     743
2611,     661
2612,     748
2613,     690
2614,     688
2615,     710
2616,     673
2617,     701
2618,     720
2619,     703
2620,     723
2621,     680
2622,     731
2623,     703
2624,     668
2625,     692
2626,     665
2627,     728
2628,     711
2629,     721
2630,     661
2631,     681
2632,     723
2633,     695
2634,     705
2635,     736
2636,     701
2637,     693
2638,     699
2639,     663
2640,     682
2641,     663
2642,     667
2643,     687
2644,     663
2645,     627
2646,     685
2647,     727
2648,     728
2649,     724
2650,     690
2651,     646
2652,     666
2653,     684
2654,     667
2655,     654
2656,     671
2657,     667
2658,     607
2659,     639
2660,     645
2661,     636
2662,     644
2663,     676
2664,     586
2665,     678
2666,     605
2667,     641
2668,     657
2669,     614
2670,     641
2671,     663
2672,     617
2673,     662
2674,     634
2675,     618
2676,     631
2677,     652
2678,     631
2679,     663
2680,     582
2681,     625
2682,     649
2683,     614
2684,     603
2685,     630
2686,     596
2687,     604
2688,     634
2689,     609
2690,     625
2691,     655
2692,     575
2693,     610
2694,     623
2695,     610
2696,     599
2697,     590
2698,     609
2699,     573
2700,     626
2701,     657
2702,     654
2703,     701
2704,     748
2705,     897
2706,     981
2707,    1083
2708,    1032
2709,     992
2710,     773
2711,     687
2712,     623
2713,     647
2714,     571
2715,     614
2716,     646
2717,     610
2718,     658
2719,     598
2720,     584
2721,     640
2722,     647
2723,     650
2724,     615
2725,     593
2726,     570
2727,     622
2728,     594
2729,     594
2730,     576
2731,     652
2732,     577
2733,     597
2734,     598
2735,     582
2736,     595
2737,     576
2738,     620
2739,     629
2740,     623
2741,     599
2742,     554
2743,     595
2744,     585
2745,     638
2746,     605
2747,     577
2748,     572
2749,     603
2750,     657
2751,     587
2752,     622
2753,     621
2754,     642
2755,     681
2756,     730
2757,     886
2758,    1154
2759,    1577
2760,    2242
2761,    2841
2762,    3133
2763,    2890
2764,    2266
2765,    1664
2766,    1109
2767,     837
2768,     717
2769,     706
2770,     682
2771,     684
2772,     651
2773,     646
2774,     637
2775,     609
2776,     634
2777,     646
2778,     675
2779,     652
2780,     671
2781,     728
2782,     659
2783,     665
2784,     674
2785,     706
2786,     677
2787,     739
2788,     781
2789,     839
2790,     964
2791,    1071
2792,    1219
2793,    1323
2794,    1484
2795,    1508
2796,    1436
2797,    1232
2798,     991
2799,     738
2800,     641
2801,     541
2802,     413
2803,     494
2804,     441
2805,     391
2806,     411
2807,     401
2808,     387
2809,     423
2810,     417
2811,     380
2812,     385
2813,     405
2814,     399
2815,     374
2816,     413
2817,     396
2818,     418
2819,     424
2820,     391
2821,     426
2822,     418
2823,     381
2824,     383
2825,     384
2826,     407
2827,     405
2828,     410
2829,     419
2830,     398
2831,     382
2832,     360
2833,     391
2834,     397
2835,     421
2836,     393
2837,     420
2838,     405
2839,     385
2840,     381
2841,     403
2842,     336
2843,     408
2844,     411
2845,     389
2846,     370
2847,     402
2848,     412
2849,     420
2850,     398
2851,     407
2852,     346
2853,     340
2854,     381
2855,     375
2856,     390
2857,     384
2858,     374
2859,     401
2860,     417
2861,     353
2862,     398
2863,     351
2864,     403
2865,     349
2866,     364
2867,     398
2868,     360
2869,     377
2870,     391
2871,     391
2872,     372
2873,     390
2874,     415
2875,     425
2876,     405
2877,     381
2878,     422
2879,     412
2880,     446
2881,     435
2882,     369
2883,     426
2884,     389
2885,     394
2886,     394
2887,     396
2888,     418
2889,     460
2890,     509
2891,     615
2892,     698
2893,     688
2894,     623
2895,     555
2896,     453
2897,     424
2898,     423
2899,     397
2900,     346
2901,     378
2902,     396
2903,     379
2904,     376
2905,     385
2906,     368
2907,     377
2908,     386
2909,     407
2910,     356
2911,     389
2912,     382
2913,     369
2914,     377
2915,     400
2916,     353
2917,     377
2918,     402
2919,     374
2920,     401
2921,     382
2922,     380
2923,     369
2924,     341
2925,     333
2926,     349
2927,     349
2928,     391
2929,     384
2930,     377
2931,     369
2932,     391
2933,     398
2934,     369
2935,     388
2936,     349
2937,     376
2938,     380
2939,     397
2940,     356
2941,     404
2942,     331
2943,     344
2944,     329
2945,     358
2946,     363
2947,     315
2948,     364
2949,     365
2950,     339
2951,     394
2952,     365
2953,     357
2954,     360
2955,     392
2956,     385
2957,     369
2958,     368
2959,     337
2960,     366
2961,     379
2962,     368
2963,     327
2964,     349
2965,     364
2966,     393
2967,     383
2968,     379
2969,     359
2970,     365
2971,     373
2972,     333
2973,     366
2974,     350
2975,     339
2976,     329
2977,     332
2978,     339
2979,     346
2980,     361
2981,     348
2982,     397
2983,     347
2984,     341
2985,     375
2986,     327
2987,     350
2988,     366
2989,     357
2990,     393
2991,     335
2992,     346
2993,     350
2994,     313
2995,     348
2996,     324
2997,     352
2998,     354
2999,     378
3000,     336
3001,     336
3002,     365
3003,     366
3004,     324
3005,     363
3006,     375
3007,     334
3008,     387
3009,     319
3010,     308
3011,     301
3012,     344
3013,     350
3014,     325
3015,     336
3016,     342
3017,     322
3018,     342
3019,     330
3020,     349
3021,     341
3022,     379
3023,     356
3024,     325
3025,     323
3026,     351
3027,     307
3028,     337
3029,     341
3030,     372
3031,     362
3032,     377
3033,     349
3034,     349
3035,     367
3036,     373
3037,     325
3038,     307
3039,     318
3040,     357
3041,     382
3042,     337
3043,     321
3044,     323
3045,     351
3046,     342
3047,     328
3048,     346
3049,     347
3050,     345
3051,     374
3052,     338
3053,     347
3054,     335
3055,     367
3056,     339
3057,     329
3058,     336
3059,     323
3060,     326
3061,     315
3062,     309
3063,     351
3064,     306
3065,     329
3066,     334
3067,     337
3068,     339
3069,     306
3070,     325
3071,     292
3072,     321
3073,     335
3074,     306
3075,     335
3076,     343
3077,     338
3078,     365
3079,     365
3080,     343
3081,     333
3082,     314
3083,     338
3084,     311
3085,     307
3086,     317
3087,     327
3088,     336
3089,     334
3090,     324
3091,     325
3092,     313
3093,     314
3094,     329
3095,     296
3096,     308
3097,     300
3098,     293
3099,     299
3100,     282
3101,     289
3102,     304
3103,     274
3104,     303
3105,     274
3106,     298
3107,     295
3108,     280
3109,     295
3110,     305
3111,     282
3112,     290
3113,     315
3114,     299
3115,     279
3116,     271
3117,     296
3118,     286
3119,     317
3120,     288
3121,     276
3122,     313
3123,     296
3124,     289
3125,     304
3126,     308
3127,     310
3128,     280
3129,     297
3130,     295
3131,     290
3132,     311
3133,     311
3134,     300
3135,     295
3136,     289
3137,     320
3138,     315
3139,     288
3140,     308
3141,     302
3142,     270
3143,     285
3144,     297
3145,     270
3146,     295
3147,     274
3148,     279
3149,     256
3150,     285
3151,     304
3152,     289
3153,     318
3154,     265
3155,     265
3156,     304
3157,     297
3158,     288
3159,     290
3160,     257
3161,     288
3162,     282
3163,     272
3164,     293
3165,     299
3166,     292
3167,     296
3168,     285
3169,     313
3170,     295
3171,     298
3172,     271
3173,     284
3174,     276
3175,     273
3176,     295
3177,     303
3178,     255
3179,     263
3180,     263
3181,     273
3182,     254
3183,     278
3184,     287
3185,     291
3186,     272
3187,     284
3188,     268
3189,     298
3190,     279
3191,     262
3192,     284
3193,     292
3194,     270
3195,     260
3196,     250
3197,     264
3198,     295
3199,     298
3200,     275
3201,     266
3202,     273
3203,     281
3204,     283
3205,     272
3206,     260
3207,     275
3208,     303
3209,     287
3210,     289
3211,     300
3212,     259
3213,     294
3214,     268
3215,     288
3216,     266
3217,     282
3218,     300
3219,     291
3220,     273
3221,     292
3222,     268
3223,     288
3224,     262
3225,     299
3226,     291
3227,     265
3228,     269
3229,     281
3230,     262
3231,     285
3232,     256
3233,     293
3234,     241
3235,     275
3236,     229
3237,     240
3238,     267
3239,     259
3240,     276
3241,     285
3242,     257
3243,     272
3244,     251
3245,     245
3246,     249
3247,     264
3248,     265
3249,     264
3250,     267
3251,     260
3252,     247
3253,     256
3254,     273
3255,     257
3256,     269
3257,     240
3258,     258
3259,     245
3260,     267
3261,     262
3262,     244
3263,     267
3264,     263
3265,     262
3266,     262
3267,     291
3268,     230
3269,     255
3270,     268
3271,     261
3272,     256
3273,     252
3274,     290
3275,     291
3276,     266
3277,     245
3278,     277
3279,     283
3280,     250
3281,     244
3282,     271
3283,     280
3284,     327
3285,     295
3286,     304
3287,     293
3288,     362
3289,     374
3290,     439
3291,     517
3292,     605
3293,     742
3294,     796
3295,     858
3296,     775
3297,     673
3298,     586
3299,     500
3300,     395
3301,     333
3302,     309
3303,     291
3304,     258
3305,     274
3306,     286
3307,     273
3308,     261
3309,     276
3310,     269
3311,     250
3312,     292
3313,     291
3314,     263
3315,     315
3316,     332
3317,     366
3318,     409
3319,     372
3320,     396
3321,     392
3322,     313
3323,     255
3324,     261
3325,     253
3326,     240
3327,     268
3328,     237
3329,     253
3330,     258
3331,     277
3332,     253
3333,     235
3334,     220
3335,     232
3336,     265
3337,     260
3338,     258
3339,     248
3340,     242
3341,     242
3342,     204
3343,     259
3344,     241
3345,     237
3346,     241
3347,     266
3348,     257
3349,     241
3350,     234
3351,     249
3352,     254
3353,     229
3354,     254
3355,     256
3356,     251
3357,     263
3358,     224
3359,     259
3360,     245
3361,     267
3362,     245
3363,     246
3364,     218
3365,     240
3366,     235
3367,     254
3368,     235
3369,     242
3370,     237
3371,     249
3372,     262
3373,     219
3374,     262
3375,     231
3376,     264
3377,     241
3378,     252
3379,     249
3380,     270
3381,     248
3382,     257
3383,     233
3384,     272
3385,     249
3386,     257
3387,     295
3388,     270
3389,     223
3390,     217
3391,     220
3392,     245
3393,     260
3394,     275
3395,     228
3396,     239
3397,     280
3398,     224
3399,     243
3400,     254
3401,     245
3402,     259
3403,     276
3404,     255
3405,     207
3406,     247
3407,     256
3408,     241
3409,     267
3410,     228
3411,     228
3412,     265
3413,     237
3414,     227
3415,     228
3416,     254
3417,     271
3418,     237
3419,     213
3420,     251
3421,     223
3422,     289
3423,     232
3424,     251
3425,     258
3426,     244
3427,     217
3428,     233
3429,     243
3430,     259
3431,     251
3432,     260
3433,     228
3434,     251
3435,     227
3436,     255
3437,     253
3438,     250
3439,     243
3440,     271
3441,     233
3442,     256
3443,     244
3444,     257
3445,     292
3446,     291
3447,     287
3448,     333
3449,     432
3450,     585
3451,     667
3452,     804
3453,     887
3454,     849
3455,     706
3456,     576
3457,     435
3458,     343
3459,     291
3460,     277
3461,     234
3462,     256
3463,     267
3464,     245
3465,     246
3466,     257
3467,     232
3468,     235
3469,     243
3470,     258
3471,     220
3472,     247
3473,     240
3474,     220
3475,     248
3476,     241
3477,     250
3478,     243
3479,     237
3480,     249
3481,     230
3482,     238
3483,     269
3484,     249
3485,     233
3486,     245
3487,     233
3488,     238
3489,     223
3490,     235
3491,     247
3492,     240
3493,     257
3494,     204
3495,     272
3496,     242
3497,     251
3498,     237
3499,     250
3500,     252
3501,     224
3502,     264
3503,     262
3504,     225
3505,     233
3506,     282
3507,     226
3508,     260
3509,     232
3510,     259
3511,     248
3512,     230
3513,     225
3514,     242
3515,     249
3516,     238
3517,     224
3518,     251
3519,     233
3520,     229
3521,     221
3522,     247
3523,     244
3524,     246
3525,     225
3526,     212
3527,     228
3528,     277
3529,     238
3530,     255
3531,     221
3532,     219
3533,     245
3534,     293
3535,     239
3536,     252
3537,     262
3538,     274
3539,     254
3540,     236
3541,     229
3542,     230
3543,     222
3544,     248
3545,     246
3546,     244
3547,     238
3548,     242
3549,     247
3550,     243
3551,     224
3552,     245
3553,     233
3554,     229
3555,     226
3556,     238
3557,     246
3558,     219
3559,     256
3560,     242
3561,     226
3562,     224
3563,     260
3564,     247
3565,     266
3566,     252
3567,     246
3568,     238
3569,     242
3570,     254
3571,     252
3572,     243
3573,     251
3574,     246
3575,     241
3576,     242
3577,     210
3578,     222
3579,     216
3580,     225
3581,     255
3582,     242
3583,     243
3584,     274
3585,     249
3586,     257
3587,     227
3588,     256
3589,     239
3590,     243
3591,     257
3592,     269
3593,     289
3594,     281
3595,     278
3596,     292
3597,     259
3598,     278
3599,     275
3600,     249
3601,     241
3602,     248
3603,     230
3604,     237
3605,     236
3606,     253
3607,     242
3608,     239
3609,     261
3610,     271
3611,     248
3612,     212
3613,     221
3614,     267
3615,     261
3616,     238
3617,     260
3618,     243
3619,     246
3620,     238
3621,     241
3622,     232
3623,     255
3624,     250
3625,     255
3626,     265
3627,     221
3628,     233
3629,     246
3630,     264
3631,     263
3632,     252
3633,     267
3634,     272
3635,     244
3636,     259
3637,     253
3638,     250
3639,     251
3640,     235
3641,     242
3642,     231
3643,     262
3644,     249
3645,     218
3646,     241
3647,     250
3648,     223
3649,     239
3650,     273
3651,     263
3652,     247
3653,     256
3654,     238
3655,     248
3656,     211
3657,     237
3658,     230
3659,     263
3660,     250
3661,     268
3662,     222
3663,     243
3664,     236
3665,     271
3666,     261
3667,     242
3668,     254
3669,     274
3670,     267
3671,     233
3672,     287
3673,     226
3674,     274
3675,     207
3676,     250
3677,     223
3678,     272
3679,     266
3680,     231
3681,     238
3682,     242
3683,     245
3684,     259
3685,     247
3686,     245
3687,     229
3688,     269
3689,     237
3690,     238
3691,     251
3692,     258
3693,     257
3694,     243
3695,     257
3696,     221
3697,     257
3698,     274
3699,     234
3700,     243
3701,     286
3702,     249
3703,     247
3704,     246
3705,     258
3706,     255
3707,     249
3708,     230
3709,     226
3710,     283
3711,     247
3712,     252
3713,     242
3714,     265
3715,     265
3716,     238
3717,     249
3718,     233
3719,     233
3720,     243
3721,     265
3722,     251
3723,     232
3724,     231
3725,     237
3726,     264
3727,     238
3728,     231
3729,     224
3730,     239
3731,     235
3732,     241
3733,     231
3734,     208
3735,     210
3736,     210
3737,     201
3738,     178
3739,     178
3740,     199
3741,     183
3742,     178
3743,     183
3744,     218
3745,     169
3746,     199
3747,     169
3748,     183
3749,     194
3750,     181
3751,     182
3752,     183
3753,     162
3754,     160
3755,     194
3756,     165
3757,     160
3758,     196
3759,     176
3760,     194
3761,     167
3762,     171
3763,     162
3764,     164
3765,     169
3766,     202
3767,     176
3768,     195
3769,     180
3770,     166
3771,     174
3772,     152
3773,     187
3774,     189
3775,     153
3776,     154
3777,     168
3778,     181
3779,     157
3780,     171
3781,     167
3782,     170
3783,     155
3784,     166
3785,     176
3786,     168
3787,     148
3788,     164
3789,     142
3790,     157
3791,     146
3792,     161
3793,     159
3794,     169
3795,     135
3796,     152
3797,     116
3798,     156
3799,     152
3800,     152
3801,     154
3802,     158
3803,     151
3804,     162
3805,     153
3806,     155
3807,     154
3808,     140
3809,     133
3810,     143
3811,     161
3812,     162
3813,     144
3814,     121
3815,     161
3816,     138
3817,     133
3818,     142
3819,     134
3820,     131
3821,     127
3822,     132
3823,     158
3824,     135
3825,     140
3826,     162
3827,     144
3828,     128
3829,     158
3830,     163
3831,     215
3832,     198
3833,     249
3834,     288
3835,     334
3836,     346
3837,     283
3838,     249
3839,     222
3840,     174
3841,     165
3842,     157
3843,     118
3844,     129
3845,     145
3846,     135
3847,     108
3848,     157
3849,     135
3850,     126
3851,     144
3852,     122
3853,     122
3854,     130
3855,     145
3856,     133
3857,     127
3858,     114
3859,     133
3860,     117
3861,     119
3862,     125
3863,     120
3864,     107
3865,     134
3866,     140
3867,     113
3868,     127
3869,     104
3870,     126
3871,     127
3872,     111
3873,     122
3874,     119
3875,     122
3876,     112
3877,     111
3878,     127
3879,     110
3880,     104
3881,      98
3882,     104
3883,     126
3884,      92
3885,     105
3886,     106
3887,     106
3888,     100
3889,     113
3890,      98
3891,      97
3892,      94
3893,      99
3894,     107
3895,      99
3896,      97
3897,     107
3898,      98
3899,      96
3900,      93
3901,      99
3902,      97
3903,      96
3904,      94
3905,      91
3906,     106
3907,      90
3908,      83
3909,      96
3910,      77
3911,      93
3912,      85
3913,      91
3914,      85
3915,     101
3916,      77
3917,      94
3918,      79
3919,     102
3920,      72
3921,      98
3922,      67
3923,      95
3924,     104
3925,      80
3926,      81
3927,     110
3928,      74
3929,      85
3930,      81
3931,      81
3932,      63
3933,      71
3934,      95
3935,      74
3936,      74
3937,      80
3938,      75
3939,      76
3940,      65
3941,      65
3942,      79
3943,      78
3944,      74
3945,      75
3946,      63
3947,      77
3948,      66
3949,      66
3950,      59
3951,      28
3952,       9
3953,       4
3954,       4
3955,       3
3956,       3
3957,       1
3958,       1
3959,       1
3960,       2
3961,       2
3962,       0
3963,       1
3964,       0
3965,       0
3966,       0
3967,       1
3968,       0
3969,       0
3970,       0
3971,       0
3972,       0
3973,       0
3974,       0
3975,       0
3976,       0
3977,       0
3978,       0
3979,       0
3980,       0
3981,       0
3982,       0
3983,       0
3984,       0
3985,       0
3986,       0
3987,       0
3988,       0
3989,       0
3990,       0
3991,       0
3992,       0
3993,       0
3994,       0
3995,       0
3996,       0
3997,       0
3998,       0
3999,       0
4000,       0
4001,       1
4002,       0
4003,       0
4004,       0
4005,       0
4006,       0
4007,       0
4008,       0
4009,       0
4010,       0
4011,       0
4012,       0
4013,       0
4014,       0
4015,       0
4016,       0
4017,       0
4018,       0
4019,       0
4020,       0
4021,       0
4022,       0
4023,       0
4024,       0
4025,       0
4026,       0
4027,       0
4028,       0
4029,       0
4030,       0
4031,       0
4032,       0
4033,       0
4034,       0
4035,       0
4036,       0
4037,       0
4038,       0
4039,       0
4040,       0
4041,       0
4042,       0
4043,       0
4044,       0
4045,       0
4046,       0
4047,       0
4048,       0
4049,       0
4050,       0
4051,       0
4052,       0
4053,       0
4054,       0
4055,       0
4056,       0
4057,       0
4058,       0
4059,       0
4060,       0
4061,       0
4062,       0
4063,       0
4064,       0
4065,       0
4066,       0
4067,       0
4068,       0
4069,       0
4070,       0
4071,       0
4072,       0
4073,       0
4074,       0
4075,       0
4076,       0
4077,       0
4078,       0
4079,       1
4080,       0
4081,       0
4082,       0
4083,       0
4084,       0
4085,       0
4086,       0
4087,       0
4088,       0
4089,       0
4090,       0
4091,       0
4092,       0
4093,       0
4094,       0
4095,       0
