    -------<<  MADE IN LABORATORY EQUIPMENT CORPORATION  >>-------

                                                         Report,2020/02/25,16:50:37
MCA Data File,200225 HPGe A N2 piled up 24 pieces.asc
2031,    5248
2032,    5231
2033,    5303
2034,    5226
2035,    5195
2036,    5131
2037,    5025
2038,    4927
2039,    5062
2040,    4816
2041,    4829
2042,    4866
2043,    4651
2044,    4673
2045,    4788
2046,    4813
2047,    4629
2048,    4540
2049,    4541
2050,    4540
2051,    4423
2052,    4440
2053,    4432
2054,    4391
2055,    4437
2056,    4288
2057,    4374
2058,    4558
2059,    4740
2060,    4748
2061,    4838
2062,    4637
2063,    4442
2064,    4189
2065,    4067
2066,    4063
2067,    4023
2068,    4116
2069,    4086
2070,    4147
2071,    3985
2072,    4074
2073,    4003
2074,    4033
2075,    3937
2076,    3850
2077,    3896
2078,    3816
2079,    3796
2080,    3916
2081,    3866
2082,    3736
2083,    3875
2084,    3708
2085,    3711
2086,    3836
2087,    3721
2088,    3743
2089,    3688
2090,    3618
2091,    3592
2092,    3654
2093,    3722
2094,    3479
2095,    3582
2096,    3554
2097,    3552
2098,    3630
2099,    3432
2100,    3520
2101,    3447
2102,    3621
2103,    3463
2104,    3465
2105,    3326
2106,    3447
2107,    3448
2108,    3495
2109,    3421
2110,    3425
2111,    3434
2112,    3369
2113,    3449
2114,    3348
2115,    3441
2116,    3461
2117,    3363
2118,    3321
2119,    3410
2120,    3350
2121,    3312
2122,    3296
2123,    3279
2124,    3297
2125,    3235
2126,    3430
2127,    3458
2128,    3554
2129,    3683
2130,    4077
2131,    4197
2132,    4129
2133,    3914
2134,    3442
2135,    3262
2136,    3121
2137,    3159
2138,    3181
2139,    3257
2140,    3248
2141,    3180
2142,    3322
2143,    3426
2144,    3252
2145,    3258
2146,    3131
2147,    2979
2148,    3121
2149,    2998
2150,    3006
2151,    2919
2152,    2983
2153,    2968
2154,    3018
2155,    2940
2156,    3025
2157,    2993
2158,    2942
2159,    3008
2160,    2928
2161,    2940
2162,    2985
2163,    2975
2164,    3028
2165,    2922
2166,    2991
2167,    3083
2168,    3139
2169,    3135
2170,    3112
2171,    2947
2172,    2865
2173,    2773
2174,    2772
2175,    2954
2176,    2930
2177,    3172
2178,    3377
2179,    3461
2180,    3183
2181,    3129
2182,    2809
2183,    2743
2184,    2749
2185,    2673
2186,    2688
2187,    2766
2188,    2738
2189,    2625
2190,    2660
2191,    2629
2192,    2734
2193,    2691
2194,    2595
2195,    2630
2196,    2675
2197,    2688
2198,    2630
2199,    2607
2200,    2629
2201,    2529
2202,    2686
2203,    2577
2204,    2555
2205,    2674
2206,    2601
2207,    2607
2208,    2512
2209,    2580
2210,    2424
2211,    2581
2212,    2613
2213,    2570
2214,    2510
2215,    2612
2216,    2526
2217,    2623
2218,    2565
2219,    2514
2220,    2588
2221,    2588
2222,    2528
2223,    2554
2224,    2541
2225,    2462
2226,    2565
2227,    2552
2228,    2540
2229,    2613
2230,    2564
2231,    2553
2232,    2609
2233,    2575
2234,    2557
2235,    2656
2236,    2648
2237,    2662
2238,    2616
2239,    2611
2240,    2671
2241,    2573
2242,    2716
2243,    2655
2244,    2680
2245,    2724
2246,    2668
2247,    2714
2248,    2852
2249,    2837
2250,    2831
2251,    2991
2252,    3297
2253,    3738
2254,    4560
2255,    6145
2256,    8864
2257,   13594
2258,   21770
2259,   33921
2260,   45976
2261,   50631
2262,   42638
2263,   27360
2264,   14080
2265,    6653
2266,    3901
2267,    3041
2268,    2756
2269,    2515
2270,    2507
2271,    2353
2272,    2349
2273,    2270
2274,    2144
2275,    2114
2276,    2090
2277,    2037
2278,    2042
2279,    2002
2280,    1988
2281,    2005
2282,    1959
2283,    1847
2284,    1900
2285,    1812
2286,    1931
2287,    1835
2288,    1918
2289,    1846
2290,    1854
2291,    1874
2292,    1892
2293,    1821
2294,    1868
2295,    1803
2296,    1825
2297,    1834
2298,    1753
2299,    1739
2300,    1719
2301,    1740
2302,    1782
2303,    1719
2304,    1701
2305,    1704
2306,    1709
2307,    1728
2308,    1721
2309,    1730
2310,    1672
2311,    1719
2312,    1725
2313,    1801
2314,    1854
2315,    1852
2316,    1850
2317,    1806
2318,    1776
2319,    1743
2320,    1703
2321,    1684
2322,    1745
2323,    1746
2324,    1782
2325,    1709
2326,    1645
2327,    1646
2328,    1621
2329,    1672
2330,    1617
2331,    1676
2332,    1687
2333,    1751
2334,    1821
2335,    1880
2336,    2059
2337,    2014
2338,    1934
2339,    1735
2340,    1665
2341,    1633
2342,    1610
2343,    1661
2344,    1590
2345,    1605
2346,    1552
2347,    1572
2348,    1522
2349,    1567
2350,    1511
2351,    1489
2352,    1460
2353,    1570
2354,    1478
2355,    1511
2356,    1422
2357,    1440
2358,    1451
2359,    1477
2360,    1377
2361,    1482
2362,    1501
2363,    1460
2364,    1432
2365,    1412
2366,    1411
2367,    1481
2368,    1434
2369,    1455
2370,    1423
2371,    1410
2372,    1359
2373,    1472
2374,    1395
2375,    1453
2376,    1431
2377,    1399
2378,    1370
2379,    1412
2380,    1449
2381,    1467
2382,    1446
2383,    1530
2384,    1445
2385,    1411
2386,    1369
2387,    1376
2388,    1378
2389,    1404
2390,    1432
2391,    1395
2392,    1273
2393,    1311
2394,    1364
2395,    1341
2396,    1277
2397,    1300
2398,    1243
2399,    1280
2400,    1268
2401,    1339
2402,    1258
2403,    1258
2404,    1244
2405,    1260
2406,    1293
2407,    1272
2408,    1266
2409,    1265
2410,    1277
2411,    1275
2412,    1217
2413,    1268
2414,    1183
2415,    1216
2416,    1129
2417,    1239
2418,    1204
2419,    1164
2420,    1173
2421,    1201
2422,    1217
2423,    1217
2424,    1190
2425,    1138
2426,    1203
2427,    1214
2428,    1189
2429,    1221
2430,    1145
2431,    1145
2432,    1145
2433,    1187
2434,    1121
2435,    1179
2436,    1122
2437,    1122
2438,    1151
2439,    1139
2440,    1150
2441,    1115
2442,    1171
2443,    1215
2444,    1145
2445,    1175
2446,    1188
2447,    1195
2448,    1281
2449,    1305
2450,    1213
2451,    1296
2452,    1280
2453,    1270
2454,    1288
2455,    1304
2456,    1311
2457,    1512
2458,    1682
2459,    1835
2460,    1904
2461,    1795
2462,    1661
2463,    1479
2464,    1551
2465,    1558
2466,    1629
2467,    1692
2468,    1596
2469,    1452
2470,    1345
2471,    1143
2472,    1176
2473,    1116
2474,    1070
2475,    1108
2476,    1071
2477,    1105
2478,    1108
2479,    1056
2480,    1020
2481,    1023
2482,    1038
2483,    1004
2484,    1011
2485,    1002
2486,    1008
2487,    1023
2488,    1028
2489,    1009
2490,     989
2491,    1026
2492,     973
2493,     980
2494,     999
2495,     964
2496,     966
2497,     988
2498,     961
2499,     915
2500,     976
2501,     906
2502,     965
2503,     879
2504,     954
2505,    1008
2506,    1004
2507,    1037
2508,    1128
2509,    1172
2510,    1210
2511,    1263
2512,    1133
2513,    1021
2514,     997
2515,     951
2516,     995
2517,     948
2518,     955
2519,     964
2520,     888
2521,     925
2522,     997
2523,    1077
2524,    1152
2525,    1172
2526,    1207
2527,    1114
2528,    1028
2529,     975
2530,     902
2531,     883
2532,     908
2533,     861
2534,     914
2535,     881
2536,     932
2537,     949
2538,     941
2539,     920
2540,     861
2541,     910
2542,     816
2543,     852
2544,     774
2545,     833
2546,     821
2547,     803
2548,     828
2549,     772
2550,     794
2551,     796
2552,     807
2553,     784
2554,     823
2555,     802
2556,     755
2557,     755
2558,     795
2559,     788
2560,     804
2561,     763
2562,     809
2563,     788
2564,     773
2565,     788
2566,     786
2567,     753
2568,     749
2569,     816
2570,     821
2571,     885
2572,     914
2573,    1025
2574,     996
2575,     901
2576,     835
2577,     796
2578,     779
2579,     760
2580,     803
2581,     820
2582,     755
2583,     827
2584,     743
2585,     781
2586,     722
2587,     758
2588,     759
2589,     720
2590,     752
2591,     742
2592,     748
2593,     686
2594,     702
2595,     787
2596,     754
2597,     778
2598,     766
2599,     770
2600,     741
2601,     734
2602,     717
2603,     735
2604,     757
2605,     726
2606,     721
2607,     753
2608,     732
2609,     765
2610,     744
2611,     717
2612,     713
2613,     746
2614,     687
2615,     733
2616,     761
2617,     683
2618,     699
2619,     702
2620,     752
2621,     741
2622,     711
2623,     749
2624,     793
2625,     731
2626,     691
2627,     706
2628,     750
2629,     692
2630,     723
2631,     659
2632,     702
2633,     695
2634,     657
2635,     669
2636,     680
2637,     699
2638,     626
2639,     671
2640,     678
2641,     695
2642,     668
2643,     731
2644,     669
2645,     653
2646,     645
2647,     664
2648,     663
2649,     695
2650,     651
2651,     661
2652,     695
2653,     677
2654,     657
2655,     638
2656,     662
2657,     668
2658,     648
2659,     695
2660,     703
2661,     653
2662,     689
2663,     644
2664,     641
2665,     633
2666,     655
2667,     692
2668,     676
2669,     718
2670,     692
2671,     664
2672,     683
2673,     668
2674,     721
2675,     705
2676,     803
2677,     943
2678,    1005
2679,    1149
2680,    1199
2681,    1178
2682,    1055
2683,     844
2684,     762
2685,     672
2686,     666
2687,     633
2688,     646
2689,     691
2690,     642
2691,     651
2692,     631
2693,     614
2694,     700
2695,     660
2696,     655
2697,     625
2698,     625
2699,     660
2700,     696
2701,     677
2702,     657
2703,     600
2704,     644
2705,     663
2706,     673
2707,     632
2708,     632
2709,     669
2710,     665
2711,     672
2712,     684
2713,     677
2714,     659
2715,     635
2716,     654
2717,     685
2718,     657
2719,     678
2720,     687
2721,     707
2722,     665
2723,     671
2724,     723
2725,     701
2726,     773
2727,     838
2728,     922
2729,    1075
2730,    1405
2731,    1641
2732,    2320
2733,    3043
2734,    3746
2735,    3751
2736,    3305
2737,    2323
2738,    1476
2739,    1021
2740,     819
2741,     744
2742,     675
2743,     721
2744,     706
2745,     683
2746,     658
2747,     719
2748,     673
2749,     683
2750,     679
2751,     650
2752,     697
2753,     620
2754,     671
2755,     769
2756,     725
2757,     724
2758,     746
2759,     753
2760,     798
2761,     833
2762,     955
2763,    1082
2764,    1156
2765,    1245
2766,    1382
2767,    1445
2768,    1323
2769,    1156
2770,     893
2771,     803
2772,     610
2773,     518
2774,     452
2775,     464
2776,     489
2777,     454
2778,     448
2779,     414
2780,     430
2781,     435
2782,     389
2783,     475
2784,     441
2785,     452
2786,     415
2787,     436
2788,     454
2789,     411
2790,     423
2791,     458
2792,     443
2793,     446
2794,     450
2795,     485
2796,     407
2797,     454
2798,     456
2799,     508
2800,     466
2801,     448
2802,     436
2803,     474
2804,     417
2805,     444
2806,     406
2807,     465
2808,     414
2809,     394
2810,     442
2811,     405
2812,     415
2813,     438
2814,     432
2815,     428
2816,     437
2817,     451
2818,     433
2819,     426
2820,     358
2821,     429
2822,     432
2823,     448
2824,     428
2825,     443
2826,     403
2827,     405
2828,     409
2829,     436
2830,     379
2831,     456
2832,     434
2833,     432
2834,     393
2835,     418
2836,     427
2837,     412
2838,     401
2839,     419
2840,     405
2841,     396
2842,     407
2843,     444
2844,     459
2845,     432
2846,     456
2847,     473
2848,     455
2849,     510
2850,     508
2851,     476
2852,     454
2853,     435
2854,     434
2855,     440
2856,     464
2857,     459
2858,     473
2859,     468
2860,     502
2861,     612
2862,     683
2863,     818
2864,     824
2865,     767
2866,     677
2867,     581
2868,     480
2869,     457
2870,     376
2871,     407
2872,     362
2873,     412
2874,     383
2875,     443
2876,     376
2877,     424
2878,     411
2879,     392
2880,     397
2881,     369
2882,     386
2883,     425
2884,     389
2885,     380
2886,     441
2887,     396
2888,     400
2889,     398
2890,     381
2891,     398
2892,     391
2893,     402
2894,     396
2895,     413
2896,     383
2897,     396
2898,     393
2899,     434
2900,     427
2901,     408
2902,     412
2903,     442
2904,     460
2905,     401
2906,     400
2907,     428
2908,     393
2909,     415
2910,     401
2911,     409
2912,     405
2913,     374
2914,     417
2915,     391
2916,     414
2917,     404
2918,     372
2919,     419
2920,     388
2921,     392
2922,     388
2923,     410
2924,     418
2925,     389
2926,     400
2927,     411
2928,     356
2929,     392
2930,     461
2931,     392
2932,     367
2933,     357
2934,     409
2935,     390
2936,     401
2937,     408
2938,     470
2939,     397
2940,     403
2941,     421
2942,     413
2943,     415
2944,     409
2945,     435
2946,     380
2947,     374
2948,     351
2949,     379
2950,     383
2951,     399
2952,     384
2953,     382
2954,     380
2955,     378
2956,     368
2957,     377
2958,     357
2959,     350
2960,     371
2961,     427
2962,     379
2963,     369
2964,     396
2965,     404
2966,     361
2967,     396
2968,     384
2969,     395
2970,     385
2971,     352
2972,     387
2973,     403
2974,     386
2975,     382
2976,     380
2977,     346
2978,     381
2979,     368
2980,     396
2981,     406
2982,     401
2983,     370
2984,     378
2985,     372
2986,     376
2987,     396
2988,     387
2989,     372
2990,     356
2991,     377
2992,     366
2993,     372
2994,     365
2995,     354
2996,     360
2997,     392
2998,     393
2999,     389
3000,     376
3001,     388
3002,     382
3003,     378
3004,     400
3005,     398
3006,     388
3007,     364
3008,     378
3009,     360
3010,     388
3011,     370
3012,     370
3013,     393
3014,     375
3015,     392
3016,     373
3017,     338
3018,     341
3019,     402
3020,     387
3021,     369
3022,     431
3023,     355
3024,     379
3025,     385
3026,     414
3027,     342
3028,     379
3029,     370
3030,     390
3031,     370
3032,     342
3033,     351
3034,     344
3035,     353
3036,     349
3037,     350
3038,     369
3039,     371
3040,     392
3041,     351
3042,     358
3043,     341
3044,     366
3045,     347
3046,     374
3047,     344
3048,     329
3049,     362
3050,     328
3051,     342
3052,     351
3053,     366
3054,     357
3055,     373
3056,     339
3057,     378
3058,     354
3059,     360
3060,     357
3061,     352
3062,     344
3063,     362
3064,     340
3065,     324
3066,     350
3067,     341
3068,     372
3069,     306
3070,     323
3071,     359
3072,     329
3073,     345
3074,     339
3075,     312
3076,     362
3077,     368
3078,     359
3079,     313
3080,     321
3081,     336
3082,     354
3083,     324
3084,     351
3085,     324
3086,     306
3087,     325
3088,     323
3089,     325
3090,     346
3091,     361
3092,     327
3093,     298
3094,     363
3095,     328
3096,     301
3097,     343
3098,     304
3099,     342
3100,     368
3101,     281
3102,     326
3103,     339
3104,     337
3105,     321
3106,     328
3107,     346
3108,     345
3109,     308
3110,     315
3111,     340
3112,     344
3113,     326
3114,     338
3115,     322
3116,     337
3117,     344
3118,     326
3119,     326
3120,     320
3121,     318
3122,     310
3123,     293
3124,     330
3125,     328
3126,     300
3127,     333
3128,     348
3129,     339
3130,     326
3131,     330
3132,     326
3133,     295
3134,     356
3135,     340
3136,     292
3137,     308
3138,     354
3139,     339
3140,     320
3141,     320
3142,     336
3143,     298
3144,     294
3145,     305
3146,     326
3147,     305
3148,     307
3149,     304
3150,     335
3151,     337
3152,     285
3153,     311
3154,     314
3155,     329
3156,     320
3157,     329
3158,     346
3159,     324
3160,     303
3161,     316
3162,     344
3163,     302
3164,     330
3165,     329
3166,     321
3167,     285
3168,     301
3169,     312
3170,     289
3171,     333
3172,     317
3173,     292
3174,     282
3175,     300
3176,     315
3177,     298
3178,     335
3179,     292
3180,     309
3181,     306
3182,     297
3183,     322
3184,     317
3185,     318
3186,     342
3187,     305
3188,     324
3189,     279
3190,     306
3191,     319
3192,     302
3193,     319
3194,     314
3195,     327
3196,     329
3197,     296
3198,     268
3199,     337
3200,     300
3201,     285
3202,     309
3203,     305
3204,     337
3205,     304
3206,     308
3207,     303
3208,     306
3209,     283
3210,     287
3211,     280
3212,     301
3213,     307
3214,     310
3215,     292
3216,     312
3217,     306
3218,     279
3219,     308
3220,     299
3221,     340
3222,     301
3223,     304
3224,     302
3225,     325
3226,     280
3227,     325
3228,     282
3229,     305
3230,     303
3231,     306
3232,     308
3233,     297
3234,     302
3235,     324
3236,     292
3237,     308
3238,     297
3239,     325
3240,     326
3241,     346
3242,     299
3243,     340
3244,     273
3245,     319
3246,     300
3247,     296
3248,     309
3249,     299
3250,     354
3251,     290
3252,     329
3253,     339
3254,     356
3255,     360
3256,     406
3257,     447
3258,     497
3259,     572
3260,     752
3261,     830
3262,     912
3263,    1023
3264,     890
3265,     863
3266,     768
3267,     578
3268,     479
3269,     390
3270,     369
3271,     300
3272,     368
3273,     318
3274,     319
3275,     316
3276,     288
3277,     301
3278,     299
3279,     336
3280,     298
3281,     358
3282,     336
3283,     371
3284,     440
3285,     431
3286,     470
3287,     496
3288,     446
3289,     431
3290,     398
3291,     333
3292,     303
3293,     311
3294,     301
3295,     285
3296,     330
3297,     304
3298,     274
3299,     292
3300,     310
3301,     271
3302,     303
3303,     309
3304,     307
3305,     301
3306,     267
3307,     251
3308,     279
3309,     276
3310,     289
3311,     281
3312,     326
3313,     290
3314,     283
3315,     270
3316,     295
3317,     263
3318,     292
3319,     286
3320,     300
3321,     257
3322,     275
3323,     275
3324,     291
3325,     289
3326,     296
3327,     258
3328,     311
3329,     282
3330,     303
3331,     290
3332,     286
3333,     258
3334,     299
3335,     297
3336,     264
3337,     274
3338,     292
3339,     275
3340,     284
3341,     262
3342,     280
3343,     286
3344,     264
3345,     272
3346,     278
3347,     273
3348,     302
3349,     316
3350,     289
3351,     283
3352,     301
3353,     304
3354,     262
3355,     286
3356,     296
3357,     274
3358,     273
3359,     279
3360,     255
3361,     257
3362,     310
3363,     320
3364,     253
3365,     290
3366,     303
3367,     299
3368,     291
3369,     276
3370,     276
3371,     249
3372,     306
3373,     259
3374,     306
3375,     277
3376,     298
3377,     253
3378,     300
3379,     280
3380,     262
3381,     286
3382,     317
3383,     285
3384,     304
3385,     298
3386,     287
3387,     272
3388,     282
3389,     302
3390,     298
3391,     301
3392,     268
3393,     307
3394,     279
3395,     310
3396,     296
3397,     289
3398,     253
3399,     283
3400,     294
3401,     291
3402,     312
3403,     252
3404,     305
3405,     302
3406,     306
3407,     290
3408,     319
3409,     305
3410,     348
3411,     333
3412,     343
3413,     378
3414,     442
3415,     477
3416,     584
3417,     760
3418,     859
3419,    1054
3420,    1105
3421,    1078
3422,     891
3423,     648
3424,     482
3425,     385
3426,     322
3427,     318
3428,     301
3429,     287
3430,     288
3431,     298
3432,     298
3433,     268
3434,     303
3435,     269
3436,     293
3437,     264
3438,     303
3439,     268
3440,     254
3441,     264
3442,     279
3443,     301
3444,     295
3445,     264
3446,     284
3447,     280
3448,     291
3449,     258
3450,     284
3451,     255
3452,     280
3453,     255
3454,     287
3455,     314
3456,     271
3457,     298
3458,     263
3459,     262
3460,     272
3461,     232
3462,     274
3463,     267
3464,     319
3465,     267
3466,     270
3467,     256
3468,     290
3469,     253
3470,     259
3471,     252
3472,     275
3473,     287
3474,     297
3475,     305
3476,     294
3477,     255
3478,     263
3479,     283
3480,     255
3481,     293
3482,     263
3483,     259
3484,     302
3485,     246
3486,     295
3487,     285
3488,     252
3489,     293
3490,     282
3491,     276
3492,     275
3493,     274
3494,     270
3495,     279
3496,     268
3497,     268
3498,     269
3499,     295
3500,     275
3501,     241
3502,     264
3503,     274
3504,     265
3505,     235
3506,     307
3507,     289
3508,     297
3509,     284
3510,     288
3511,     290
3512,     278
3513,     267
3514,     279
3515,     283
3516,     300
3517,     265
3518,     286
3519,     285
3520,     287
3521,     291
3522,     285
3523,     324
3524,     304
3525,     280
3526,     282
3527,     272
3528,     311
3529,     292
3530,     277
3531,     296
3532,     286
3533,     271
3534,     262
3535,     258
3536,     275
3537,     252
3538,     283
3539,     293
3540,     316
3541,     270
3542,     279
3543,     246
3544,     280
3545,     251
3546,     280
3547,     298
3548,     313
3549,     292
3550,     304
3551,     302
3552,     288
3553,     306
3554,     279
3555,     295
3556,     277
3557,     291
3558,     311
3559,     312
3560,     340
3561,     323
3562,     334
3563,     302
3564,     259
3565,     281
3566,     269
3567,     251
3568,     291
3569,     310
3570,     305
3571,     282
3572,     286
3573,     288
3574,     258
3575,     310
3576,     304
3577,     283
3578,     263
3579,     284
3580,     255
3581,     298
3582,     286
3583,     269
3584,     289
3585,     278
3586,     282
3587,     262
3588,     301
3589,     286
3590,     301
3591,     293
3592,     271
3593,     291
3594,     272
3595,     308
3596,     278
3597,     318
3598,     251
3599,     299
3600,     313
3601,     270
3602,     302
3603,     284
3604,     284
3605,     259
3606,     257
3607,     295
3608,     297
3609,     266
3610,     256
3611,     321
3612,     311
3613,     298
3614,     298
3615,     270
3616,     305
3617,     264
3618,     252
3619,     285
3620,     287
3621,     306
3622,     278
3623,     264
3624,     269
3625,     284
3626,     289
3627,     280
3628,     286
3629,     301
3630,     326
3631,     303
3632,     279
3633,     274
3634,     293
3635,     317
3636,     296
3637,     290
3638,     264
3639,     260
3640,     287
3641,     269
3642,     281
3643,     262
3644,     320
3645,     280
3646,     298
3647,     285
3648,     271
3649,     298
3650,     311
3651,     297
3652,     286
3653,     283
3654,     343
3655,     265
3656,     266
3657,     337
3658,     271
3659,     303
3660,     288
3661,     299
3662,     262
3663,     288
3664,     264
3665,     260
3666,     299
3667,     276
3668,     300
3669,     299
3670,     281
3671,     271
3672,     273
3673,     299
3674,     282
3675,     299
3676,     288
3677,     274
3678,     290
3679,     282
3680,     303
3681,     303
3682,     296
3683,     301
3684,     303
3685,     289
3686,     263
3687,     296
3688,     272
3689,     292
3690,     300
3691,     262
3692,     290
3693,     258
3694,     232
3695,     278
3696,     281
3697,     248
3698,     255
3699,     255
3700,     243
3701,     243
3702,     245
3703,     241
3704,     252
3705,     234
3706,     206
3707,     205
3708,     219
3709,     218
3710,     221
3711,     225
3712,     207
3713,     194
3714,     233
3715,     244
3716,     213
3717,     185
3718,     196
3719,     194
3720,     179
3721,     230
3722,     207
3723,     175
3724,     209
3725,     171
3726,     212
3727,     194
3728,     180
3729,     201
3730,     196
3731,     187
3732,     191
3733,     189
3734,     204
3735,     191
3736,     194
3737,     194
3738,     201
3739,     213
3740,     217
3741,     193
3742,     179
3743,     192
3744,     208
3745,     205
3746,     188
3747,     187
3748,     199
3749,     202
3750,     196
3751,     189
3752,     231
3753,     199
3754,     194
3755,     203
3756,     184
3757,     176
3758,     184
3759,     208
3760,     194
3761,     172
3762,     203
3763,     187
3764,     181
3765,     183
3766,     162
3767,     184
3768,     163
3769,     171
3770,     183
3771,     173
3772,     187
3773,     195
3774,     169
3775,     187
3776,     165
3777,     173
3778,     185
3779,     180
3780,     174
3781,     189
3782,     188
3783,     143
3784,     182
3785,     180
3786,     173
3787,     151
3788,     184
3789,     164
3790,     179
3791,     190
3792,     172
3793,     174
3794,     197
3795,     228
3796,     223
3797,     281
3798,     325
3799,     396
3800,     410
3801,     374
3802,     362
3803,     292
3804,     212
3805,     196
3806,     173
3807,     190
3808,     156
3809,     161
3810,     176
3811,     180
3812,     147
3813,     159
3814,     160
3815,     130
3816,     139
3817,     149
3818,     148
3819,     166
3820,     124
3821,     158
3822,     167
3823,     153
3824,     130
3825,     157
3826,     137
3827,     123
3828,     149
3829,     128
3830,     160
3831,     131
3832,     143
3833,     131
3834,     125
3835,     145
3836,     132
3837,     127
3838,     136
3839,     141
3840,     136
3841,     129
3842,     130
3843,     111
3844,     118
3845,     149
3846,     115
3847,     118
3848,     128
3849,     117
3850,     124
3851,     135
3852,     130
3853,     128
3854,     107
3855,     118
3856,     138
3857,     111
3858,     143
3859,     107
3860,     134
3861,     118
3862,     100
3863,     116
3864,     105
3865,     118
3866,      89
3867,     104
3868,     110
3869,     119
3870,      97
3871,      93
3872,     113
3873,     120
3874,     117
3875,     112
3876,     107
3877,     123
3878,     101
3879,     101
3880,     105
3881,      90
3882,      85
3883,     103
3884,      75
3885,      89
3886,      94
3887,      98
3888,     115
3889,     100
3890,     109
3891,      99
3892,     110
3893,     100
3894,      98
3895,      88
3896,      91
3897,      84
3898,      84
3899,      92
3900,      83
3901,      94
3902,      73
3903,      92
3904,      85
3905,      67
3906,      88
3907,      96
3908,     100
3909,      76
3910,      98
3911,      76
3912,     103
3913,      78
3914,      80
3915,      86
3916,      91
3917,      85
3918,      97
3919,      94
3920,      80
3921,      77
3922,      73
3923,      78
3924,      97
3925,      85
3926,      92
3927,      78
3928,      80
3929,      79
3930,      80
3931,      72
3932,      91
3933,      86
3934,      80
3935,      80
3936,      82
3937,      87
3938,      90
3939,      90
3940,      85
3941,      77
3942,      76
3943,      62
3944,      63
3945,      57
3946,      31
3947,       8
3948,       6
3949,       3
3950,       5
3951,       2
3952,       0
3953,       1
3954,       1
3955,       1
3956,       0
3957,       1
3958,       0
3959,       0
3960,       0
3961,       0
3962,       0
3963,       0
3964,       0
3965,       0
3966,       0
3967,       0
3968,       0
3969,       0
3970,       0
3971,       0
3972,       0
3973,       0
3974,       0
3975,       0
3976,       0
3977,       0
3978,       0
3979,       0
3980,       0
3981,       0
3982,       0
3983,       0
3984,       0
3985,       0
3986,       0
3987,       0
3988,       0
3989,       0
3990,       0
3991,       0
3992,       0
3993,       0
3994,       0
3995,       0
3996,       0
3997,       0
3998,       0
3999,       0
4000,       0
4001,       0
4002,       0
4003,       0
4004,       0
4005,       0
4006,       0
4007,       0
4008,       0
4009,       0
4010,       0
4011,       0
4012,       0
4013,       0
4014,       0
4015,       0
4016,       0
4017,       0
4018,       0
4019,       0
4020,       0
4021,       0
4022,       0
4023,       0
4024,       0
4025,       0
4026,       0
4027,       0
4028,       0
4029,       0
4030,       0
4031,       0
4032,       0
4033,       0
4034,       0
4035,       0
4036,       0
4037,       0
4038,       0
4039,       0
4040,       0
4041,       0
4042,       0
4043,       0
4044,       0
4045,       0
4046,       0
4047,       0
4048,       0
4049,       0
4050,       0
4051,       0
4052,       0
4053,       0
4054,       0
4055,       0
4056,       0
4057,       0
4058,       0
4059,       0
4060,       0
4061,       0
4062,       0
4063,       0
4064,       0
4065,       0
4066,       0
4067,       0
4068,       0
4069,       0
4070,       0
4071,       0
4072,       0
4073,       0
4074,       0
4075,       0
4076,       0
4077,       0
4078,       0
4079,       1
4080,       0
4081,       0
4082,       0
4083,       0
4084,       0
4085,       0
4086,       0
4087,       0
4088,       0
4089,       0
4090,       0
4091,       0
4092,       0
4093,       0
4094,       0
4095,       2
