    -------<<  MADE IN LABORATORY EQUIPMENT CORPORATION  >>-------

                                                         Report,2020/02/05,17:15:22
MCA Data File,200205 HPGe B N2 2 us.asc
2034,   11619
2035,   11418
2036,   11330
2037,   11055
2038,   10828
2039,   10839
2040,   10704
2041,   10535
2042,   10436
2043,   10326
2044,   10136
2045,    9899
2046,    9955
2047,    9707
2048,    9600
2049,    9386
2050,    9488
2051,    9571
2052,    9205
2053,    9168
2054,    8941
2055,    8933
2056,    8666
2057,    8811
2058,    8876
2059,    8693
2060,    8462
2061,    8509
2062,    8360
2063,    8418
2064,    8332
2065,    8165
2066,    8126
2067,    7974
2068,    8054
2069,    7957
2070,    7769
2071,    7983
2072,    7685
2073,    7802
2074,    7663
2075,    7661
2076,    7606
2077,    7719
2078,    7726
2079,    7979
2080,    8146
2081,    8308
2082,    8298
2083,    7867
2084,    7645
2085,    7467
2086,    7288
2087,    7083
2088,    7054
2089,    7132
2090,    6948
2091,    6991
2092,    6919
2093,    6877
2094,    6816
2095,    6876
2096,    6744
2097,    6781
2098,    6617
2099,    6579
2100,    6560
2101,    6606
2102,    6559
2103,    6462
2104,    6462
2105,    6615
2106,    6415
2107,    6220
2108,    6479
2109,    6301
2110,    6231
2111,    6240
2112,    6295
2113,    6247
2114,    6240
2115,    6205
2116,    6121
2117,    6194
2118,    5984
2119,    6108
2120,    6056
2121,    6019
2122,    6074
2123,    5997
2124,    5900
2125,    5888
2126,    5963
2127,    6001
2128,    6015
2129,    5800
2130,    5763
2131,    5720
2132,    5796
2133,    5700
2134,    5760
2135,    5703
2136,    5768
2137,    5759
2138,    5631
2139,    5660
2140,    5681
2141,    5462
2142,    5721
2143,    5707
2144,    5611
2145,    5495
2146,    5517
2147,    5523
2148,    5534
2149,    5778
2150,    6099
2151,    6581
2152,    6935
2153,    6756
2154,    6352
2155,    5940
2156,    5634
2157,    5373
2158,    5303
2159,    5331
2160,    5399
2161,    5294
2162,    5410
2163,    5451
2164,    5524
2165,    5383
2166,    5318
2167,    5244
2168,    5122
2169,    5113
2170,    5054
2171,    5041
2172,    5208
2173,    5187
2174,    5052
2175,    4946
2176,    4998
2177,    5035
2178,    4967
2179,    4995
2180,    4880
2181,    4904
2182,    4891
2183,    5046
2184,    4860
2185,    4988
2186,    5002
2187,    4974
2188,    5199
2189,    5147
2190,    5177
2191,    5194
2192,    4986
2193,    4829
2194,    4731
2195,    4718
2196,    4859
2197,    5014
2198,    5119
2199,    5434
2200,    5457
2201,    5312
2202,    5018
2203,    4734
2204,    4675
2205,    4549
2206,    4409
2207,    4564
2208,    4472
2209,    4519
2210,    4423
2211,    4454
2212,    4447
2213,    4389
2214,    4480
2215,    4463
2216,    4354
2217,    4425
2218,    4373
2219,    4339
2220,    4331
2221,    4300
2222,    4301
2223,    4279
2224,    4307
2225,    4269
2226,    4314
2227,    4311
2228,    4276
2229,    4303
2230,    4258
2231,    4171
2232,    4220
2233,    4345
2234,    4157
2235,    4236
2236,    4107
2237,    4173
2238,    4081
2239,    4366
2240,    4102
2241,    4110
2242,    4145
2243,    4176
2244,    4170
2245,    4175
2246,    4088
2247,    4024
2248,    4062
2249,    4028
2250,    4030
2251,    3971
2252,    3936
2253,    4092
2254,    3940
2255,    4023
2256,    4057
2257,    3903
2258,    4039
2259,    4042
2260,    3890
2261,    4041
2262,    3921
2263,    3997
2264,    3991
2265,    3977
2266,    3951
2267,    3959
2268,    4061
2269,    3918
2270,    3999
2271,    4117
2272,    4052
2273,    4159
2274,    4288
2275,    4643
2276,    5208
2277,    6532
2278,    9449
2279,   15395
2280,   27475
2281,   46507
2282,   66415
2283,   73627
2284,   61188
2285,   41064
2286,   24210
2287,   13270
2288,    7775
2289,    5551
2290,    4764
2291,    4396
2292,    4255
2293,    3885
2294,    3777
2295,    3740
2296,    3693
2297,    3719
2298,    3570
2299,    3513
2300,    3488
2301,    3366
2302,    3315
2303,    3306
2304,    3318
2305,    3333
2306,    3266
2307,    3304
2308,    3299
2309,    3208
2310,    3122
2311,    3221
2312,    3049
2313,    3198
2314,    3135
2315,    3113
2316,    2992
2317,    3139
2318,    3061
2319,    2952
2320,    2978
2321,    2981
2322,    2965
2323,    2932
2324,    3000
2325,    3068
2326,    3001
2327,    2949
2328,    2926
2329,    2922
2330,    3014
2331,    2945
2332,    2913
2333,    2943
2334,    2824
2335,    2861
2336,    3072
2337,    3106
2338,    3069
2339,    3163
2340,    2958
2341,    2926
2342,    2837
2343,    2861
2344,    2813
2345,    2907
2346,    3027
2347,    2859
2348,    2832
2349,    2793
2350,    2776
2351,    2755
2352,    2661
2353,    2697
2354,    2645
2355,    2743
2356,    2983
2357,    3107
2358,    3314
2359,    3410
2360,    3257
2361,    3201
2362,    2886
2363,    2761
2364,    2695
2365,    2741
2366,    2695
2367,    2699
2368,    2598
2369,    2585
2370,    2522
2371,    2557
2372,    2592
2373,    2630
2374,    2563
2375,    2545
2376,    2549
2377,    2591
2378,    2508
2379,    2469
2380,    2481
2381,    2449
2382,    2409
2383,    2601
2384,    2499
2385,    2415
2386,    2548
2387,    2445
2388,    2404
2389,    2556
2390,    2424
2391,    2450
2392,    2432
2393,    2472
2394,    2399
2395,    2373
2396,    2406
2397,    2309
2398,    2380
2399,    2464
2400,    2460
2401,    2360
2402,    2465
2403,    2415
2404,    2545
2405,    2361
2406,    2446
2407,    2304
2408,    2307
2409,    2309
2410,    2283
2411,    2348
2412,    2308
2413,    2330
2414,    2376
2415,    2228
2416,    2223
2417,    2288
2418,    2275
2419,    2215
2420,    2313
2421,    2198
2422,    2162
2423,    2115
2424,    2152
2425,    2059
2426,    2201
2427,    2106
2428,    2140
2429,    2132
2430,    2119
2431,    2151
2432,    2118
2433,    2197
2434,    2114
2435,    2068
2436,    2112
2437,    2167
2438,    2125
2439,    2029
2440,    2071
2441,    2104
2442,    1973
2443,    1990
2444,    2044
2445,    1997
2446,    2011
2447,    1930
2448,    1974
2449,    1951
2450,    2036
2451,    1995
2452,    1976
2453,    1976
2454,    2017
2455,    1983
2456,    2036
2457,    1950
2458,    1882
2459,    1916
2460,    1897
2461,    1899
2462,    1927
2463,    1850
2464,    1847
2465,    1942
2466,    1841
2467,    1904
2468,    1950
2469,    1992
2470,    2067
2471,    2003
2472,    2032
2473,    2103
2474,    2124
2475,    2113
2476,    2039
2477,    2057
2478,    1997
2479,    2052
2480,    2151
2481,    2524
2482,    2781
2483,    2897
2484,    2889
2485,    2637
2486,    2546
2487,    2466
2488,    2786
2489,    3003
2490,    3208
2491,    3006
2492,    2695
2493,    2394
2494,    2069
2495,    1936
2496,    1791
2497,    1867
2498,    1772
2499,    1881
2500,    1839
2501,    1835
2502,    1722
2503,    1716
2504,    1654
2505,    1717
2506,    1675
2507,    1657
2508,    1730
2509,    1703
2510,    1589
2511,    1692
2512,    1649
2513,    1697
2514,    1656
2515,    1597
2516,    1682
2517,    1624
2518,    1597
2519,    1640
2520,    1609
2521,    1657
2522,    1622
2523,    1660
2524,    1541
2525,    1594
2526,    1559
2527,    1584
2528,    1549
2529,    1509
2530,    1578
2531,    1740
2532,    1779
2533,    1928
2534,    2048
2535,    1889
2536,    1806
2537,    1741
2538,    1665
2539,    1547
2540,    1555
2541,    1551
2542,    1527
2543,    1472
2544,    1600
2545,    1474
2546,    1522
2547,    1685
2548,    1850
2549,    1897
2550,    2012
2551,    1800
2552,    1702
2553,    1500
2554,    1512
2555,    1512
2556,    1383
2557,    1444
2558,    1428
2559,    1409
2560,    1492
2561,    1551
2562,    1554
2563,    1497
2564,    1501
2565,    1391
2566,    1400
2567,    1303
2568,    1332
2569,    1336
2570,    1290
2571,    1261
2572,    1405
2573,    1359
2574,    1261
2575,    1323
2576,    1296
2577,    1267
2578,    1273
2579,    1273
2580,    1273
2581,    1347
2582,    1301
2583,    1358
2584,    1294
2585,    1277
2586,    1234
2587,    1256
2588,    1273
2589,    1228
2590,    1248
2591,    1274
2592,    1272
2593,    1330
2594,    1321
2595,    1401
2596,    1463
2597,    1550
2598,    1544
2599,    1474
2600,    1409
2601,    1294
2602,    1272
2603,    1271
2604,    1278
2605,    1313
2606,    1272
2607,    1220
2608,    1196
2609,    1130
2610,    1198
2611,    1187
2612,    1116
2613,    1166
2614,    1174
2615,    1147
2616,    1183
2617,    1102
2618,    1159
2619,    1195
2620,    1161
2621,    1160
2622,    1182
2623,    1163
2624,    1210
2625,    1249
2626,    1233
2627,    1168
2628,    1170
2629,    1131
2630,    1123
2631,    1188
2632,    1246
2633,    1225
2634,    1263
2635,    1153
2636,    1199
2637,    1115
2638,    1184
2639,    1175
2640,    1177
2641,    1125
2642,    1145
2643,    1160
2644,    1102
2645,    1172
2646,    1192
2647,    1198
2648,    1275
2649,    1153
2650,    1191
2651,    1149
2652,    1125
2653,    1120
2654,    1133
2655,    1081
2656,    1071
2657,    1073
2658,    1088
2659,    1093
2660,    1056
2661,    1101
2662,    1072
2663,    1081
2664,    1126
2665,    1090
2666,    1075
2667,    1061
2668,    1088
2669,    1115
2670,    1119
2671,    1059
2672,    1017
2673,     990
2674,    1081
2675,    1075
2676,    1087
2677,    1101
2678,    1078
2679,    1067
2680,    1008
2681,    1074
2682,    1098
2683,    1011
2684,    1011
2685,    1032
2686,    1053
2687,    1029
2688,    1065
2689,    1067
2690,     969
2691,    1022
2692,    1096
2693,    1140
2694,    1039
2695,    1052
2696,    1080
2697,    1101
2698,    1058
2699,    1052
2700,    1071
2701,    1220
2702,    1337
2703,    1451
2704,    1789
2705,    1951
2706,    1789
2707,    1609
2708,    1367
2709,    1273
2710,    1151
2711,    1062
2712,    1012
2713,    1020
2714,    1020
2715,    1020
2716,    1009
2717,    1064
2718,    1116
2719,    1052
2720,     964
2721,    1089
2722,    1008
2723,    1054
2724,    1085
2725,    1008
2726,    1012
2727,    1096
2728,    1023
2729,    1020
2730,     981
2731,    1035
2732,    1018
2733,    1074
2734,    1008
2735,    1009
2736,    1026
2737,    1018
2738,     990
2739,    1003
2740,    1036
2741,    1018
2742,     998
2743,    1040
2744,    1083
2745,    1039
2746,    1025
2747,     992
2748,    1026
2749,    1036
2750,    1069
2751,    1083
2752,    1142
2753,    1173
2754,    1296
2755,    1541
2756,    1967
2757,    2898
2758,    4008
2759,    5256
2760,    5623
2761,    5177
2762,    3919
2763,    2773
2764,    1926
2765,    1468
2766,    1247
2767,    1215
2768,    1077
2769,    1111
2770,    1091
2771,    1138
2772,    1157
2773,    1110
2774,    1131
2775,    1074
2776,    1146
2777,    1109
2778,    1150
2779,    1114
2780,    1106
2781,    1095
2782,    1190
2783,    1201
2784,    1198
2785,    1277
2786,    1344
2787,    1397
2788,    1557
2789,    1738
2790,    1997
2791,    2304
2792,    2440
2793,    2422
2794,    2168
2795,    1901
2796,    1499
2797,    1241
2798,    1037
2799,     925
2800,     834
2801,     799
2802,     770
2803,     737
2804,     717
2805,     734
2806,     705
2807,     706
2808,     708
2809,     680
2810,     716
2811,     669
2812,     666
2813,     635
2814,     674
2815,     668
2816,     691
2817,     722
2818,     668
2819,     654
2820,     706
2821,     709
2822,     640
2823,     687
2824,     686
2825,     721
2826,     732
2827,     715
2828,     706
2829,     649
2830,     678
2831,     672
2832,     652
2833,     642
2834,     678
2835,     698
2836,     684
2837,     662
2838,     705
2839,     697
2840,     659
2841,     678
2842,     697
2843,     682
2844,     660
2845,     618
2846,     714
2847,     659
2848,     707
2849,     678
2850,     661
2851,     668
2852,     644
2853,     653
2854,     655
2855,     648
2856,     677
2857,     730
2858,     641
2859,     692
2860,     724
2861,     671
2862,     674
2863,     639
2864,     663
2865,     642
2866,     663
2867,     738
2868,     676
2869,     592
2870,     666
2871,     694
2872,     676
2873,     706
2874,     725
2875,     724
2876,     781
2877,     774
2878,     736
2879,     700
2880,     716
2881,     660
2882,     671
2883,     642
2884,     688
2885,     713
2886,     779
2887,     859
2888,    1056
2889,    1136
2890,    1250
2891,    1141
2892,    1044
2893,     916
2894,     814
2895,     724
2896,     699
2897,     722
2898,     631
2899,     684
2900,     653
2901,     622
2902,     621
2903,     622
2904,     662
2905,     639
2906,     642
2907,     674
2908,     614
2909,     655
2910,     637
2911,     621
2912,     661
2913,     615
2914,     658
2915,     646
2916,     605
2917,     655
2918,     625
2919,     632
2920,     643
2921,     634
2922,     652
2923,     631
2924,     656
2925,     579
2926,     657
2927,     706
2928,     678
2929,     640
2930,     695
2931,     729
2932,     701
2933,     669
2934,     646
2935,     649
2936,     590
2937,     593
2938,     589
2939,     596
2940,     624
2941,     635
2942,     612
2943,     585
2944,     672
2945,     619
2946,     580
2947,     580
2948,     585
2949,     611
2950,     640
2951,     635
2952,     629
2953,     633
2954,     645
2955,     608
2956,     658
2957,     637
2958,     596
2959,     664
2960,     624
2961,     599
2962,     608
2963,     637
2964,     670
2965,     690
2966,     638
2967,     687
2968,     666
2969,     656
2970,     608
2971,     637
2972,     637
2973,     613
2974,     621
2975,     587
2976,     639
2977,     593
2978,     599
2979,     621
2980,     604
2981,     600
2982,     586
2983,     643
2984,     675
2985,     583
2986,     579
2987,     569
2988,     625
2989,     593
2990,     580
2991,     620
2992,     653
2993,     613
2994,     636
2995,     621
2996,     612
2997,     595
2998,     574
2999,     621
3000,     573
3001,     611
3002,     636
3003,     566
3004,     620
3005,     644
3006,     625
3007,     620
3008,     612
3009,     610
3010,     619
3011,     638
3012,     600
3013,     598
3014,     633
3015,     627
3016,     610
3017,     624
3018,     655
3019,     585
3020,     621
3021,     612
3022,     612
3023,     588
3024,     598
3025,     657
3026,     621
3027,     629
3028,     640
3029,     616
3030,     615
3031,     659
3032,     624
3033,     551
3034,     591
3035,     591
3036,     579
3037,     571
3038,     575
3039,     612
3040,     548
3041,     562
3042,     565
3043,     617
3044,     574
3045,     588
3046,     574
3047,     568
3048,     574
3049,     611
3050,     579
3051,     588
3052,     628
3053,     559
3054,     623
3055,     620
3056,     578
3057,     558
3058,     633
3059,     612
3060,     544
3061,     562
3062,     583
3063,     565
3064,     598
3065,     528
3066,     563
3067,     517
3068,     587
3069,     606
3070,     600
3071,     587
3072,     541
3073,     544
3074,     537
3075,     579
3076,     557
3077,     585
3078,     560
3079,     627
3080,     579
3081,     543
3082,     548
3083,     539
3084,     531
3085,     559
3086,     537
3087,     539
3088,     558
3089,     580
3090,     560
3091,     560
3092,     572
3093,     543
3094,     548
3095,     534
3096,     576
3097,     565
3098,     518
3099,     546
3100,     546
3101,     509
3102,     541
3103,     526
3104,     530
3105,     520
3106,     513
3107,     538
3108,     509
3109,     549
3110,     494
3111,     531
3112,     526
3113,     539
3114,     530
3115,     543
3116,     474
3117,     533
3118,     515
3119,     529
3120,     521
3121,     532
3122,     522
3123,     515
3124,     483
3125,     512
3126,     478
3127,     514
3128,     513
3129,     532
3130,     493
3131,     458
3132,     507
3133,     522
3134,     523
3135,     489
3136,     463
3137,     538
3138,     508
3139,     508
3140,     520
3141,     523
3142,     508
3143,     518
3144,     487
3145,     514
3146,     515
3147,     539
3148,     496
3149,     528
3150,     532
3151,     483
3152,     469
3153,     485
3154,     503
3155,     500
3156,     490
3157,     509
3158,     516
3159,     493
3160,     468
3161,     490
3162,     466
3163,     504
3164,     474
3165,     510
3166,     515
3167,     497
3168,     477
3169,     485
3170,     495
3171,     490
3172,     505
3173,     474
3174,     498
3175,     512
3176,     483
3177,     477
3178,     539
3179,     485
3180,     469
3181,     499
3182,     467
3183,     476
3184,     505
3185,     462
3186,     494
3187,     472
3188,     482
3189,     484
3190,     476
3191,     467
3192,     432
3193,     489
3194,     469
3195,     485
3196,     481
3197,     480
3198,     480
3199,     480
3200,     463
3201,     508
3202,     507
3203,     505
3204,     449
3205,     511
3206,     473
3207,     488
3208,     455
3209,     427
3210,     472
3211,     499
3212,     539
3213,     459
3214,     455
3215,     479
3216,     418
3217,     508
3218,     451
3219,     505
3220,     474
3221,     464
3222,     463
3223,     511
3224,     461
3225,     517
3226,     484
3227,     501
3228,     445
3229,     490
3230,     439
3231,     425
3232,     465
3233,     434
3234,     483
3235,     466
3236,     465
3237,     439
3238,     469
3239,     482
3240,     486
3241,     442
3242,     477
3243,     473
3244,     449
3245,     453
3246,     454
3247,     429
3248,     468
3249,     486
3250,     493
3251,     449
3252,     447
3253,     432
3254,     492
3255,     449
3256,     478
3257,     488
3258,     431
3259,     451
3260,     453
3261,     446
3262,     487
3263,     466
3264,     465
3265,     423
3266,     496
3267,     471
3268,     460
3269,     480
3270,     490
3271,     522
3272,     489
3273,     480
3274,     423
3275,     438
3276,     475
3277,     466
3278,     458
3279,     440
3280,     480
3281,     477
3282,     457
3283,     462
3284,     489
3285,     536
3286,     592
3287,     743
3288,     802
3289,     965
3290,    1207
3291,    1296
3292,    1502
3293,    1455
3294,    1317
3295,    1128
3296,     936
3297,     759
3298,     646
3299,     595
3300,     523
3301,     523
3302,     517
3303,     527
3304,     481
3305,     464
3306,     462
3307,     451
3308,     493
3309,     477
3310,     460
3311,     459
3312,     500
3313,     601
3314,     653
3315,     707
3316,     713
3317,     696
3318,     663
3319,     604
3320,     506
3321,     504
3322,     492
3323,     437
3324,     460
3325,     428
3326,     442
3327,     467
3328,     434
3329,     431
3330,     463
3331,     462
3332,     400
3333,     407
3334,     493
3335,     440
3336,     452
3337,     390
3338,     455
3339,     416
3340,     435
3341,     456
3342,     440
3343,     420
3344,     417
3345,     436
3346,     462
3347,     447
3348,     437
3349,     391
3350,     410
3351,     423
3352,     421
3353,     405
3354,     409
3355,     418
3356,     438
3357,     405
3358,     397
3359,     425
3360,     450
3361,     438
3362,     451
3363,     418
3364,     433
3365,     418
3366,     458
3367,     439
3368,     412
3369,     413
3370,     441
3371,     441
3372,     457
3373,     419
3374,     464
3375,     382
3376,     431
3377,     423
3378,     415
3379,     402
3380,     449
3381,     439
3382,     454
3383,     376
3384,     438
3385,     418
3386,     435
3387,     444
3388,     438
3389,     437
3390,     419
3391,     399
3392,     439
3393,     434
3394,     414
3395,     416
3396,     407
3397,     408
3398,     431
3399,     422
3400,     414
3401,     407
3402,     431
3403,     403
3404,     435
3405,     438
3406,     455
3407,     440
3408,     428
3409,     404
3410,     452
3411,     421
3412,     412
3413,     419
3414,     463
3415,     402
3416,     453
3417,     422
3418,     437
3419,     440
3420,     428
3421,     419
3422,     401
3423,     471
3424,     433
3425,     451
3426,     389
3427,     460
3428,     442
3429,     424
3430,     432
3431,     447
3432,     402
3433,     433
3434,     442
3435,     440
3436,     440
3437,     429
3438,     446
3439,     442
3440,     433
3441,     435
3442,     487
3443,     501
3444,     526
3445,     600
3446,     695
3447,     862
3448,    1116
3449,    1462
3450,    1656
3451,    1648
3452,    1361
3453,    1096
3454,     890
3455,     680
3456,     579
3457,     466
3458,     470
3459,     407
3460,     439
3461,     457
3462,     428
3463,     433
3464,     400
3465,     446
3466,     455
3467,     431
3468,     426
3469,     362
3470,     428
3471,     419
3472,     424
3473,     414
3474,     436
3475,     440
3476,     416
3477,     408
3478,     412
3479,     437
3480,     471
3481,     472
3482,     435
3483,     441
3484,     410
3485,     446
3486,     424
3487,     456
3488,     437
3489,     409
3490,     418
3491,     416
3492,     388
3493,     475
3494,     423
3495,     431
3496,     441
3497,     399
3498,     423
3499,     421
3500,     414
3501,     424
3502,     400
3503,     420
3504,     401
3505,     435
3506,     425
3507,     428
3508,     439
3509,     424
3510,     411
3511,     415
3512,     424
3513,     409
3514,     419
3515,     409
3516,     417
3517,     408
3518,     424
3519,     430
3520,     420
3521,     433
3522,     444
3523,     410
3524,     409
3525,     422
3526,     441
3527,     444
3528,     424
3529,     408
3530,     431
3531,     436
3532,     446
3533,     446
3534,     430
3535,     437
3536,     429
3537,     460
3538,     398
3539,     454
3540,     442
3541,     417
3542,     432
3543,     423
3544,     454
3545,     470
3546,     403
3547,     430
3548,     445
3549,     431
3550,     409
3551,     441
3552,     439
3553,     402
3554,     386
3555,     403
3556,     417
3557,     416
3558,     447
3559,     422
3560,     427
3561,     427
3562,     377
3563,     422
3564,     438
3565,     382
3566,     418
3567,     437
3568,     388
3569,     446
3570,     452
3571,     439
3572,     423
3573,     409
3574,     435
3575,     423
3576,     444
3577,     448
3578,     436
3579,     430
3580,     434
3581,     435
3582,     411
3583,     438
3584,     433
3585,     454
3586,     418
3587,     413
3588,     433
3589,     469
3590,     475
3591,     521
3592,     456
3593,     440
3594,     471
3595,     431
3596,     411
3597,     376
3598,     460
3599,     433
3600,     449
3601,     457
3602,     405
3603,     448
3604,     437
3605,     429
3606,     417
3607,     449
3608,     485
3609,     400
3610,     441
3611,     446
3612,     456
3613,     441
3614,     464
3615,     458
3616,     436
3617,     441
3618,     463
3619,     442
3620,     386
3621,     433
3622,     463
3623,     439
3624,     449
3625,     426
3626,     425
3627,     435
3628,     445
3629,     410
3630,     449
3631,     436
3632,     453
3633,     412
3634,     464
3635,     452
3636,     430
3637,     461
3638,     438
3639,     457
3640,     446
3641,     476
3642,     440
3643,     409
3644,     437
3645,     422
3646,     466
3647,     418
3648,     465
3649,     465
3650,     464
3651,     409
3652,     446
3653,     467
3654,     469
3655,     477
3656,     433
3657,     420
3658,     431
3659,     480
3660,     441
3661,     386
3662,     389
3663,     472
3664,     439
3665,     465
3666,     448
3667,     445
3668,     429
3669,     441
3670,     487
3671,     431
3672,     453
3673,     445
3674,     441
3675,     454
3676,     408
3677,     417
3678,     438
3679,     478
3680,     413
3681,     448
3682,     443
3683,     456
3684,     475
3685,     448
3686,     448
3687,     434
3688,     432
3689,     431
3690,     416
3691,     456
3692,     443
3693,     463
3694,     442
3695,     448
3696,     463
3697,     458
3698,     488
3699,     450
3700,     433
3701,     482
3702,     441
3703,     460
3704,     457
3705,     446
3706,     433
3707,     445
3708,     456
3709,     457
3710,     430
3711,     477
3712,     457
3713,     469
3714,     437
3715,     457
3716,     423
3717,     439
3718,     406
3719,     421
3720,     426
3721,     429
3722,     448
3723,     419
3724,     407
3725,     384
3726,     411
3727,     428
3728,     401
3729,     409
3730,     408
3731,     400
3732,     377
3733,     378
3734,     357
3735,     333
3736,     359
3737,     342
3738,     332
3739,     307
3740,     319
3741,     337
3742,     311
3743,     321
3744,     313
3745,     330
3746,     308
3747,     329
3748,     296
3749,     299
3750,     300
3751,     289
3752,     335
3753,     319
3754,     291
3755,     306
3756,     255
3757,     317
3758,     288
3759,     276
3760,     299
3761,     289
3762,     291
3763,     318
3764,     295
3765,     301
3766,     279
3767,     277
3768,     294
3769,     280
3770,     276
3771,     303
3772,     303
3773,     265
3774,     263
3775,     284
3776,     272
3777,     289
3778,     299
3779,     262
3780,     287
3781,     285
3782,     298
3783,     288
3784,     268
3785,     287
3786,     278
3787,     258
3788,     291
3789,     263
3790,     268
3791,     298
3792,     283
3793,     302
3794,     271
3795,     290
3796,     258
3797,     278
3798,     305
3799,     272
3800,     269
3801,     241
3802,     247
3803,     277
3804,     253
3805,     312
3806,     276
3807,     284
3808,     268
3809,     275
3810,     243
3811,     245
3812,     314
3813,     243
3814,     245
3815,     232
3816,     295
3817,     248
3818,     243
3819,     249
3820,     249
3821,     243
3822,     248
3823,     264
3824,     276
3825,     250
3826,     247
3827,     282
3828,     312
3829,     336
3830,     411
3831,     458
3832,     536
3833,     574
3834,     554
3835,     450
3836,     424
3837,     343
3838,     297
3839,     261
3840,     238
3841,     227
3842,     238
3843,     263
3844,     222
3845,     223
3846,     221
3847,     230
3848,     240
3849,     231
3850,     221
3851,     197
3852,     203
3853,     214
3854,     203
3855,     247
3856,     237
3857,     226
3858,     225
3859,     193
3860,     209
3861,     211
3862,     195
3863,     193
3864,     204
3865,     178
3866,     213
3867,     181
3868,     204
3869,     194
3870,     188
3871,     207
3872,     201
3873,     209
3874,     201
3875,     209
3876,     204
3877,     169
3878,     196
3879,     221
3880,     206
3881,     192
3882,     159
3883,     187
3884,     191
3885,     180
3886,     165
3887,     173
3888,     171
3889,     170
3890,     167
3891,     197
3892,     183
3893,     160
3894,     160
3895,     169
3896,     182
3897,     178
3898,     148
3899,     183
3900,     146
3901,     156
3902,     170
3903,     145
3904,     187
3905,     158
3906,     132
3907,     150
3908,     149
3909,     149
3910,     135
3911,     153
3912,     149
3913,     140
3914,     155
3915,     127
3916,     131
3917,     141
3918,     146
3919,     121
3920,     166
3921,     146
3922,     122
3923,     128
3924,     167
3925,     148
3926,     156
3927,     149
3928,     125
3929,     133
3930,     138
3931,     124
3932,     126
3933,     125
3934,     142
3935,     112
3936,     151
3937,     125
3938,     123
3939,     136
3940,     112
3941,     109
3942,     114
3943,     107
3944,     122
3945,     124
3946,     118
3947,     115
3948,     119
3949,     100
3950,      93
3951,      47
3952,       9
3953,       2
3954,       5
3955,       3
3956,       4
3957,       2
3958,       5
3959,       1
3960,       0
3961,       2
3962,       2
3963,       0
3964,       1
3965,       0
3966,       1
3967,       1
3968,       0
3969,       0
3970,       0
3971,       0
3972,       0
3973,       0
3974,       0
3975,       0
3976,       0
3977,       0
3978,       0
3979,       0
3980,       0
3981,       0
3982,       0
3983,       0
3984,       0
3985,       0
3986,       0
3987,       0
3988,       0
3989,       0
3990,       0
3991,       0
3992,       0
3993,       0
3994,       0
3995,       0
3996,       0
3997,       0
3998,       0
3999,       1
4000,       0
4001,       0
4002,       0
4003,       0
4004,       0
4005,       0
4006,       0
4007,       0
4008,       0
4009,       0
4010,       0
4011,       0
4012,       0
4013,       0
4014,       0
4015,       0
4016,       0
4017,       0
4018,       0
4019,       0
4020,       0
4021,       0
4022,       0
4023,       0
4024,       0
4025,       0
4026,       0
4027,       0
4028,       0
4029,       0
4030,       0
4031,       2
4032,       0
4033,       0
4034,       0
4035,       0
4036,       0
4037,       0
4038,       0
4039,       0
4040,       0
4041,       0
4042,       0
4043,       0
4044,       0
4045,       0
4046,       0
4047,       0
4048,       0
4049,       0
4050,       0
4051,       0
4052,       0
4053,       0
4054,       0
4055,       0
4056,       0
4057,       0
4058,       0
4059,       0
4060,       0
4061,       0
4062,       0
4063,       0
4064,       0
4065,       0
4066,       0
4067,       0
4068,       0
4069,       0
4070,       0
4071,       0
4072,       0
4073,       0
4074,       0
4075,       0
4076,       0
4077,       0
4078,       0
4079,       0
4080,       1
4081,       0
4082,       0
4083,       0
4084,       0
4085,       0
4086,       0
4087,       0
4088,       0
4089,       0
4090,       0
4091,       0
4092,       0
4093,       0
4094,       0
4095,       4
